,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
560,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:35:48.528757
561,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:35:51.375942
562,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:35:53.779513
563,Software Engineer Senior (Windows Engineer),-1,1,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 14:35:55.147927
564,Cloud Engineer,10,1,"Radcube LLC
3.6","$122,650 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 14:35:57.624301
565,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:36:00.601204
566,Full-stack Software Engineer,8,1,"HHRI
3.8",-1,Remote,3.8,True,5001 to 10000 Employees,1887,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),3.5,3.9,3.7,2.9,3.5,2023-05-14 14:36:03.033490
567,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:36:05.425373
568,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:07.846539
569,Python Software Engineer,1,1,Rackera Inc,$75.63 /hr (est.),"Boston, MA",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:36:09.219635
570,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:36:21.465013
571,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:36:23.927813
572,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:36:26.937672
573,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:36:29.500803
574,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:32.351777
575,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:33.749073
576,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:36:36.319427
577,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:36:38.716819
578,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:41.189905
579,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:36:43.003008
580,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:36:45.261985
581,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:47.689327
582,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:36:49.522645
583,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:36:51.768638
584,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:36:54.982968
585,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:36:56.816148
586,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:36:59.890803
587,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:37:02.820003
588,Software Engineer,-1,1,Cboe Vest,"$122,364 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:37:05.310554
589,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:37:07.633371
590,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:37:09.981343
591,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:37:12.570540
592,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:37:15.014881
593,Cloud Engineer,10,1,"Radcube LLC
3.6","$122,650 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 14:37:17.336074
594,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:37:19.855526
595,Software Engineer,-1,1,"PHNTM
5.0","$125,000 /yr (est.)",Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.0,5.0,5.0,5.0,5.0,2023-05-14 14:37:22.514457
596,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:37:24.825321
597,Software Engineer Senior (Windows Engineer),-1,1,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 14:37:27.346827
598,Full Stack Software Developer,2,1,Atalan Tech,"$107,500 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:37:29.973042
599,Full-stack Software Engineer,8,1,"HHRI
3.8",-1,Remote,3.8,True,5001 to 10000 Employees,1887,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),3.5,3.9,3.7,2.9,3.5,2023-05-14 14:37:34.212429
600,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:37:46.681337
601,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:37:49.249707
602,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:37:52.424800
603,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:37:54.869883
604,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:37:57.556438
605,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:37:58.959730
606,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:38:00.939419
607,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:38:03.395385
608,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:38:04.996438
609,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:38:07.355593
610,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:38:09.935766
611,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:38:12.441746
612,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:38:14.459623
613,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:38:18.234780
614,Full Stack Software Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:38:20.868058
615,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:38:24.573955
616,Software Engineer,-1,1,Cboe Vest,"$122,364 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:38:27.132375
617,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:38:29.083206
618,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:38:31.611474
619,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:38:34.163448
620,Senior Full Stack Engineer,5,1,"Provenir Inc.
3.5",-1,Remote,3.5,True,51 to 200 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.2,3.3,3.4,3.0,3.9,2023-05-14 14:38:36.539581
621,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:38:39.489481
622,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:38:42.004309
623,Cloud Engineer,10,1,"Radcube LLC
3.6","$122,650 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 14:38:44.664900
624,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:38:47.280653
625,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:38:49.511923
626,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:38:52.893342
627,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:38:55.875300
628,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:38:58.408685
629,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-14 14:39:01.245827
630,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:39:12.862735
631,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:39:15.459466
632,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:39:17.931824
633,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:39:20.965959
634,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:39:23.527936
635,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:39:25.479342
636,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:39:27.829847
637,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:39:30.487035
638,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:39:33.734144
639,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:39:36.313025
640,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:39:38.614914
641,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:39:41.310917
642,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:39:43.263437
643,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:39:45.206877
644,Software Engineer,-1,1,Cboe Vest,"$122,364 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:39:48.038959
645,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:39:50.084323
646,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:39:52.786017
647,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:39:55.445497
648,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:39:58.055627
649,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:40:00.648540
650,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:40:03.638689
651,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:40:06.422153
652,Cloud Engineer,10,1,"Radcube LLC
3.6","$122,650 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 14:40:10.312334
653,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-14 14:40:13.374378
654,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:40:15.787324
655,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:40:18.450887
656,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:40:21.009676
657,Software Engineer I,-1,1,"Global Payments
3.4","$82,680 /yr (est.)","Alpharetta, GA",3.4,False,10000+ Employees,1967,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),3.3,3.3,3.4,3.1,3.4,2023-05-14 14:40:22.990789
658,AWS Cloud Engineer,-1,2,Kanini,$67.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:40:25.406306
659,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 14:40:27.377394
660,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:40:39.099062
661,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:40:41.721184
662,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:40:44.230521
663,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:40:46.836938
664,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:40:50.839277
665,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:40:52.893586
666,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:40:55.248959
667,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:40:57.991655
668,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:41:00.043327
