,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
376,"$240,000 /yr (est.)",240000.0,Product Principal- Mobile App (Remote),-1,-1,-1,Home Depot / THD,"Atlanta, GA",3.8,0,45,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),3.7,3.6,3.8,3.4,3.5,yr
381,$95.00 /hr (est.),197600.0,Mobile App Designer,-1,-1,-1,Braintrust,"San Francisco, CA",4.6,0,5,1 to 50 Employees,2018,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.4,4.5,4.5,4.4,4.3,hr
387,"$137,254 /yr (est.)",137254.0,"Software Engineer, Android, IXL Mobile",-1,-1,-1,IXL Learning,"San Mateo, CA",3.2,0,25,1001 to 5000 Employees,1998,Company - Private,Education & Training Services,Education,$100 to $500 million (USD),2.9,3.1,3.1,2.8,3.6,yr
407,"$157,426 /yr (est.)",157426.0,"Senior Software Engineer, Android, IXL Mobile",-1,-1,-1,IXL Learning,"San Mateo, CA",3.2,0,25,1001 to 5000 Employees,1998,Company - Private,Education & Training Services,Education,$100 to $500 million (USD),2.9,3.1,3.1,2.8,3.6,yr
431,"$143,286 /yr (est.)",143286.0,"Software Engineer, iOS, IXL Mobile",1,1,1,IXL Learning,"San Mateo, CA",3.2,0,25,1001 to 5000 Employees,1998,Company - Private,Education & Training Services,Education,$100 to $500 million (USD),2.9,3.1,3.1,2.8,3.6,yr
476,"$8,915 /mo (est.)",106980.0,Sr-Principal Quality Assurance Engineer-Mobile App Automation - REMOTE,-1,-1,-1,Publix Associate Services LLC,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,mo
490,"$127,500 /yr (est.)",127500.0,Android Mobile App Developer (REMOTE),-1,-1,-1,GEICO,"Chevy Chase, MD",3.1,0,87,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.5,2.9,2.6,2.7,yr
503,"$84,084 /yr (est.)",84084.0,Jr. Web & Mobile App Designer,-1,-1,-1,OpenSource Technologies,"Philadelphia, PA",3.8,0,14,1 to 50 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.1,4.1,3.7,3.9,yr
532,"$160,000 /yr (est.)",160000.0,Senior/Principal Mobile Engineer-Android,-1,-1,-1,Liberty Mutual,"Plano, TX",4.0,0,111,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.0,3.7,3.9,yr
551,"$163,000 /yr (est.)",163000.0,"Senior Web Developer, Frontend",-1,-1,-1,Wrapmate,Remote,5.0,1,5,1 to 50 Employees,2018,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
0,$43.50 /hr (est.),90480.0,"Windows Desktop Software Engineer (C#, Winforms) - 1148",2,1,-1,infosoft,"Johnson City, TN",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
1,"$97,827 /yr (est.)",97827.0,Software Engineer,1,1,1,Product Genius,"Boston, MA",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
2,"$131,754 /yr (est.)",131754.0,Software Development Engineer,0,1,-1,"DaleWorthGroup.com
4.0","Santa Clara, CA",4.0,0,34,1 to 50 Employees,1989,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),2.0,5.0,5.0,5.0,1.0,yr
3,"$152,500 /yr (est.)",152500.0,Sr. Software Engineer (Full Stack),8,1,-1,"UpKeep
3.0",Remote,3.0,1,-1,-1,-1,-1,-1,-1,-1,3.0,3.0,3.0,2.0,2.0,yr
4,"$95,000 /yr (est.)",95000.0,Desktop Support/Systems Administrator,0,1,0,ls3staffing.com,"Houston, TX",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
5,"$48,827 /yr (est.)",48827.0,IT Desktop Support,3,1,-1,"Orion Innovation
3.9","Edison, NJ",3.9,0,30,5001 to 10000 Employees,1993,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.2,3.0,3.2,3.4,4.0,yr
6,$16.00 /hr (est.),33280.0,Arabic Interpreter,0,1,1,-1,Remote,-1.0,1,41,10000+ Employees,1982,Company - Public,Telecommunications Services,Telecommunications,$500 million to $1 billion (USD),2.9,2.6,3.1,3.0,3.2,hr
7,$29.00 /hr (est.),60320.0,Desktop Support Technician,4,2,-1,"Intratek Computer, Inc.
4.5","Orange, CA",4.5,0,34,201 to 500 Employees,1989,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,4.5,4.5,4.5,4.5,hr
8,"$82,500 /yr (est.)",82500.0,Manager of HR & Administration (Fully Remote CDH Client),0,1,1,"CDH, PC
4.0",Remote,4.0,1,-1,-1,-1,-1,-1,-1,-1,4.2,4.3,4.4,3.7,4.1,yr
9,$31.50 /hr (est.),65520.0,Software Engineer / C# Developer,4,1,-1,"ComTec
2.4","Johnson City, TN",2.4,0,-1,-1,-1,-1,-1,-1,-1,1.4,1.8,1.8,1.8,1.5,hr
10,"$70,000 /yr (est.)",70000.0,Desktop Support Technician,-1,-1,-1,"Union Supply Group Inc
2.8","Groveport, OH",2.8,0,-1,-1,-1,-1,-1,-1,-1,2.5,2.4,1.8,2.2,2.3,yr
11,"$73,957 /yr (est.)",73957.0,Desktop Software Application Developer,0,1,1,"Breault Research Organization
4.1","Tucson, AZ",4.1,0,44,1 to 50 Employees,1979,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.1,3.3,3.2,3.7,4.4,yr
12,"$50,709 /yr (est.)",50709.0,Associate QA Analyst (Remote),0,1,0,"Patterson Companies, Inc.
3.7","Effingham, IL",3.7,0,146,5001 to 10000 Employees,1877,Company - Public,Wholesale,Retail & Wholesale,$5 to $10 billion (USD),3.4,3.5,3.8,3.4,3.6,yr
13,"$49,201 /yr (est.)",49201.0,Desktop Support Technician,0,2,0,"NTT DATA Services
3.5","Brick, NJ",3.5,0,56,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.1,3.1,3.2,3.1,3.5,yr
14,"$97,703 /yr (est.)",97703.0,Software Engineer,0,1,1,"City of Duncanville
4.1","Duncanville, TX",4.1,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.9,2.8,2.5,3.0,yr
15,"$92,180 /yr (est.)",92180.0,QA Engineer - Remote,2,1,1,"Genome
3.8","New York, NY",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.2,3.9,3.4,3.2,yr
16,$17.50 /hr (est.),36400.0,"SERVICE DESK ANALYST, TECHNICAL – REMOTE WORK!",0,2,1,"UNITY BPO
2.9",Remote,2.9,1,7,51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,2.8,3.1,2.9,2.3,3.0,hr
17,"$54,332 /yr (est.)",54332.0,Software Support Specialists - SaaS - 100% Remote,3,2,1,"Transfinder
3.4","Houston, TX",3.4,0,35,51 to 200 Employees,1988,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.2,2.9,3.3,2.9,3.1,yr
18,"$49,211 /yr (est.)",49211.0,IT Assistant: Level 1,0,1,0,"The City University of New York (CUNY)
3.8","New York, NY",3.8,0,176,10000+ Employees,1847,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.3,3.5,3.8,3.3,3.7,yr
19,"$142,500 /yr (est.)",142500.0,Manager Desktop Support - 23010358,5,1,0,"MoneyGram
3.7","Minneapolis, MN",3.7,0,83,1001 to 5000 Employees,1940,Company - Public,Financial Transaction Processing,Financial Services,$500 million to $1 billion (USD),3.2,3.6,3.5,3.3,3.8,yr
20,"$112,000 /yr (est.)",112000.0,Senior Software Test Engineer II,7,1,1,"Zimmer Biomet
3.6",Remote,3.6,1,96,10000+ Employees,1927,Company - Public,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD),3.4,3.7,3.5,3.3,3.3,yr
21,"$40,847 /yr (est.)",40847.0,Associate Help Desk Analyst,0,1,0,"Credit Acceptance
3.9",Remote,3.9,1,51,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,yr
22,$27.50 /hr (est.),57200.0,Service Desk IT Support Specialist,3,1,1,"Hanger, Inc.
3.5",Remote,3.5,1,162,5001 to 10000 Employees,1861,Company - Private,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.3,3.5,3.2,3.5,hr
23,"$45,000 /yr (est.)",45000.0,IT Technician,3,1,-1,"Camden County College
3.6",New Jersey,3.6,0,56,501 to 1000 Employees,1967,College / University,Colleges & Universities,Education,$25 to $100 million (USD),2.9,2.8,3.4,2.9,3.6,yr
24,"$87,500 /yr (est.)",87500.0,Software Developer,4,1,-1,"Globus family of brands
3.9",Remote,3.9,1,60,201 to 500 Employees,1963,Company - Private,Travel Agencies,Hotels & Travel Accommodation,$25 to $100 million (USD),3.5,3.6,3.8,3.5,3.8,yr
25,"$44,542 /yr (est.)",44542.0,Desktop Support Analyst 1,2,1,1,"Louisiana State University
3.9","Baton Rouge, LA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.2,3.7,3.6,3.8,yr
26,"$56,534 /yr (est.)",56534.0,Quality Assurance Analyst,0,1,-1,"Dee's Solutions
5.0","Rockwall, TX",5.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,5.0,5.0,5.0,5.0,yr
27,$32.50 /hr (est.),67600.0,IT Support Technician,2,1,1,"Spring Fertility
3.6","New York, NY",3.6,0,7,201 to 500 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.7,3.4,3.7,3.3,3.4,hr
28,"$71,970 /yr (est.)",71970.0,IT Associate Systems Engineer,0,1,1,"EVERSOURCE
3.6","Berlin, CT",3.6,0,57,5001 to 10000 Employees,1966,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,3.7,4.1,3.3,3.2,3.1,yr
29,"$165,000 /yr (est.)",165000.0,Senior Full-Stack Software Engineer,4,1,0,"Chartbeat
4.2",Remote,4.2,1,14,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.0,4.1,4.7,3.7,4.7,yr
30,"$120,000 /yr (est.)",120000.0,Software Engineer,8,1,-1,"YSI
3.7","College Park, MD",3.7,0,12,10000+ Employees,2011,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.3,3.5,3.5,3.1,3.6,yr
31,"$41,546 /yr (est.)",41546.0,Desktop Support Technician,0,1,-1,"SUN Behavioral Houston
3.0","Houston, TX",3.0,0,10,1001 to 5000 Employees,2013,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),3.0,3.2,3.0,2.5,3.2,yr
32,"$57,500 /yr (est.)",57500.0,IT Support Specialist,1,1,0,"Atelier Ten
4.2","New York, NY",4.2,0,33,201 to 500 Employees,1990,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.7,3.4,3.8,3.5,3.7,yr
33,$27.50 /hr (est.),57200.0,Help Desk Specialist Level 1,-1,-1,-1,"Mantek Solutions
5.0","Commerce, CA",5.0,0,50,1 to 50 Employees,1973,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.8,5.0,4.8,5.0,4.8,hr
34,"$84,645 /yr (est.)",84645.0,Full Stack Developer,0,2,-1,Epic Solutions Consultant,Dallas-Fort Worth,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
35,"$82,500 /yr (est.)",82500.0,Support Engineer,0,1,1,"Skytap
3.8",Remote,3.8,1,17,51 to 200 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.8,3.8,4.0,yr
36,"$73,500 /yr (est.)",73500.0,Computing Support Analyst 1,0,1,1,"Stanford University
4.3","Redwood City, CA",4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.2,3.6,4.1,3.8,3.8,yr
37,"$51,292 /yr (est.)",51292.0,IT Help Desk Technician,0,1,-1,"Brivo
4.4","Bethesda, MD",4.4,0,24,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),4.3,4.2,4.5,4.3,4.5,yr
38,"$69,723 /yr (est.)",69723.0,IT Support Associate,3,1,0,"ACLU
3.6","New York, NY",3.6,0,103,201 to 500 Employees,1920,Nonprofit Organization,Membership Organizations,Management & Consulting,$25 to $100 million (USD),3.4,4.2,3.2,3.4,3.3,yr
39,"$68,493 /yr (est.)",68493.0,IT Analyst,5,1,0,"Chromalloy
3.6","Newnan, GA",3.6,0,69,1001 to 5000 Employees,1954,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),3.5,3.4,3.5,3.5,3.3,yr
40,"$47,500 /yr (est.)",47500.0,IT Technician,2,1,0,"ARM GROUP LLC
4.1","Hummelstown, PA",4.1,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.6,3.9,3.5,3.1,yr
41,"$99,075 /yr (est.)",99075.0,Sr. Desktop Support Engineer,5,1,1,"Electronic Arts
4.0","Los Angeles, CA",4.0,0,41,10000+ Employees,1982,Company - Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr
42,"$62,500 /yr (est.)",62500.0,I.T. Support Engineer,2,2,1,"Cyemptive Technologies
3.8","Everett, WA",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.4,3.6,3.3,4.1,yr
43,"$57,000 /yr (est.)",57000.0,IT Service Desk Analyst,3,1,-1,"Crane Currency
3.2","Alpharetta, GA",3.2,0,222,1001 to 5000 Employees,1801,Company - Public,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.0,3.4,3.2,3.0,3.3,yr
44,"$87,412 /yr (est.)",87412.0,Frontend Engineer (Junior Frontend Developer),-1,-1,-1,"Sangoma
3.4","San Diego, CA",3.4,0,39,201 to 500 Employees,1984,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),3.4,3.2,3.2,3.0,3.4,yr
45,"$58,169 /yr (est.)",58169.0,Sr Desktop Support Analyst,5,1,1,"HCA Healthcare
3.3","Nashville, TN",3.3,0,55,10000+ Employees,1968,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.5,3.2,3.3,3.0,3.2,yr
46,$27.50 /hr (est.),57200.0,Help Desk Specialist Level 1,3,1,0,"Mantek Solutions
5.0","Commerce, CA",5.0,0,50,1 to 50 Employees,1973,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.8,5.0,4.8,5.0,4.8,hr
49,"$71,500 /yr (est.)",71500.0,"IT Support Admin, I",0,1,1,"Synopsys
4.1","Mountain View, CA",4.1,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.8,4.1,3.8,4.0,yr
53,$30.00 /hr (est.),62400.0,IT Support Specialist,1,1,0,"Blue Summit Technologies, Inc.","New York, NY",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
55,$26.00 /hr (est.),54080.0,Help Desk Technician,2,2,1,"Parasol Alliance
4.1","McLean, VA",4.1,0,8,51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.1,4.4,4.1,4.2,hr
57,$57.50 /hr (est.),119600.0,QA Test Engineer,8,2,-1,"Ghritachi Inc
5.0","New York, NY",5.0,0,2,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),5.0,5.0,5.0,5.0,5.0,hr
59,$40.29 /hr (est.),83803.2,"(2) IT Field Support Technician (Infrastructure Specialist 2)- 20067064, 20083020",0,1,0,"State of Ohio Jobs
3.5","Columbus, OH",3.5,0,220,10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.8,3.1,2.7,3.5,hr
60,"$67,500 /yr (est.)",67500.0,Technical Support Analyst,0,1,1,"Aflac, Incorporated
3.8",South Carolina,3.8,0,68,10000+ Employees,1955,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),3.7,3.8,3.9,3.5,3.8,yr
62,"$75,884 /yr (est.)",75884.0,IT Software Developer,0,1,1,"Miami-Dade County
3.7",United States,3.7,0,117,10000+ Employees,1906,Government,Municipal Agencies,Government & Public Administration,$1 to $5 billion (USD),3.9,3.8,3.6,3.4,3.8,yr
63,$30.00 /hr (est.),62400.0,Help Desk Specialist level 2,-1,-1,-1,"Mantek Solutions
5.0","Commerce, CA",5.0,0,50,1 to 50 Employees,1973,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.8,5.0,4.8,5.0,4.8,hr
67,$26.50 /hr (est.),55120.0,IT Help Desk Technician,0,2,-1,"Schomp Automotive
3.0","Highlands Ranch, CO",3.0,0,82,501 to 1000 Employees,1941,Company - Private,Vehicle Dealers,Retail & Wholesale,Unknown / Non-Applicable,3.3,3.2,3.1,3.1,2.7,hr
68,$37.00 /hr (est.),76960.0,C# Developer,0,1,-1,Plexus enterprises,"Johnson City, TN",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
69,"$135,570 /yr (est.)",135570.0,IT Linux Client Engineer,7,1,-1,"INTEL
4.2",Remote,4.2,1,55,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.0,4.0,4.2,3.7,4.1,yr
70,"$127,500 /yr (est.)",127500.0,Senior Software Development Engineer I,5,1,0,"Travelport
3.5",Colorado,3.5,0,52,1001 to 5000 Employees,1971,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.3,3.4,3.6,3.1,3.9,yr
75,$30.00 /hr (est.),62400.0,Help Desk Specialist level 2,3,1,0,"Mantek Solutions
5.0","Commerce, CA",5.0,0,50,1 to 50 Employees,1973,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.8,5.0,4.8,5.0,4.8,hr
84,$29.00 /hr (est.),60320.0,IT Technician,3,2,-1,"Infinity Technologies
3.0","Los Angeles, CA",3.0,0,2,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.0,1.0,1.0,1.0,3.0,hr
86,"$90,000 /yr (est.)",90000.0,IT Desktop Support Analyst,5,2,1,"Richemont
3.8","New York, NY",3.8,0,35,10000+ Employees,1988,Company - Public,Beauty & Personal Accessories Stores,Retail & Wholesale,$10+ billion (USD),3.4,3.7,3.5,3.2,3.4,yr
89,"$67,500 /yr (est.)",67500.0,"Associate Engineer, End User Support",0,2,0,"Man Group
4.3","New York, NY",4.3,0,240,1001 to 5000 Employees,1783,Company - Public,Investment & Asset Management,Financial Services,$25 to $100 million (USD),4.0,3.7,4.3,3.9,4.0,yr
90,"$73,500 /yr (est.)",73500.0,Service Desk Analyst,0,1,1,"Stanford University
4.3","Redwood City, CA",4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.2,3.6,4.1,3.8,3.8,yr
91,"$38,710 /yr (est.)",38710.0,"Service Desk Analyst I, II, III (Remote)",1,1,-1,"National General Insurance
3.1","Alice, TX",3.1,0,103,10000+ Employees,1920,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),3.1,3.1,3.1,3.0,3.0,yr
92,"$54,100 /yr (est.)",54100.0,IT Help Desk Technician (Specialist),2,1,-1,"US District Court- Northern District of Ohio
5.0","Cleveland, OH",5.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
94,"$96,000 /yr (est.)",96000.0,End User Support Analyst,0,2,-1,"Morrison & Foerster
4.0","New York, NY",4.0,0,140,1001 to 5000 Employees,1883,Private Practice / Firm,Legal,Legal,$1 to $5 billion (USD),3.9,4.2,4.0,3.7,3.4,yr
95,"$71,655 /yr (est.)",71655.0,Information Technology Technician II,0,1,0,"U.S. District Court, Northern District of Illinois
4.8","Chicago, IL",4.8,0,-1,-1,-1,-1,-1,-1,-1,4.4,4.1,4.3,4.2,3.8,yr
96,"$87,412 /yr (est.)",87412.0,Frontend Engineer (Junior Frontend Developer),2,1,1,"Sangoma
3.4","San Diego, CA",3.4,0,39,201 to 500 Employees,1984,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),3.4,3.2,3.2,3.0,3.4,yr
114,"$41,546 /yr (est.)",41546.0,Desktop Support Technician,-1,-1,-1,"SUN Behavioral Houston
3.0","Houston, TX",3.0,0,10,1001 to 5000 Employees,2013,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),3.0,3.2,3.0,2.5,3.2,yr
115,"$96,080 /yr (est.)",96080.0,"Sr, Analyst IT Field Support",4,1,1,"Marriott Vacations Worldwide
3.8","New York, NY",3.8,0,39,10000+ Employees,1984,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$100 to $500 million (USD),3.7,3.7,3.8,3.4,3.5,yr
116,"$75,098 /yr (est.)",75098.0,Geographic Information Systems Technician I/II,0,1,0,"County of Napa, CA
3.4","Napa, CA",3.4,0,-1,-1,-1,-1,-1,-1,-1,3.0,3.8,3.1,2.8,3.7,yr
117,"$71,970 /yr (est.)",71970.0,IT Associate Systems Engineer,-1,-1,-1,"EVERSOURCE
3.6","Berlin, CT",3.6,0,57,5001 to 10000 Employees,1966,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,3.7,4.1,3.3,3.2,3.1,yr
118,"$65,823 /yr (est.)",65823.0,Desktop Support Technician,0,1,0,"Trinity Health
3.4","Fresno, CA",3.4,0,47,10000+ Employees,1976,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.3,3.3,3.6,3.1,3.5,yr
122,"$77,424 /yr (est.)",77424.0,Systems Analyst I,2,1,1,"CHARLES COUNTY GOVERNMENT
3.0","La Plata, MD",3.0,0,-1,-1,-1,-1,-1,-1,-1,2.6,2.4,2.9,2.8,3.0,yr
126,"$81,703 /yr (est.)",81703.0,Software Quality Assurance Analyst,3,2,1,"Proton.ai
4.2","Boston, MA",4.2,0,5,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.9,4.4,3.9,3.7,4.1,yr
127,"$63,473 /yr (est.)",63473.0,Associate Web App Engineer,0,1,0,"Hyperspace Ventures
4.2","Durham, NC",4.2,0,6,1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.5,4.0,4.7,4.5,4.5,yr
128,"$46,250 /yr (est.)",46250.0,Service Desk Analyst,2,2,0,"Indigo IT
3.9",Remote,3.9,1,22,51 to 200 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.1,4.0,3.8,3.8,yr
129,"$101,500 /yr (est.)",101500.0,Software Development Engineer in Test,2,1,-1,"WEX Inc.
3.7",Remote,3.7,1,40,1001 to 5000 Employees,1983,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),3.5,3.4,3.6,3.3,3.8,yr
131,"$70,000 /yr (est.)",70000.0,IT Desktop Support Analyst,3,1,1,"Sony Pictures Entertainment, Inc.
3.9","Culver City, CA",3.9,0,34,5001 to 10000 Employees,1989,Subsidiary or Business Segment,Film Production,Media & Communication,$5 to $10 billion (USD),3.2,3.6,3.8,3.3,3.8,yr
135,"$95,217 /yr (est.)",95217.0,"Software Development Engineer, Test (SDET)",5,1,-1,"Intelsat
4.1","Chicago, IL",4.1,0,19,1001 to 5000 Employees,2004,Company - Public,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,4.0,4.2,4.1,3.9,4.0,yr
136,"$6,102 /mo (est.)",73224.0,IT Systems Specialist I,0,1,0,"South Orange County Community College District
3.9","Mission Viejo, CA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.2,4.1,3.7,3.2,3.7,mo
139,$22.50 /hr (est.),46800.0,Junior Software Tester,1,2,0,DataGenix Corporation,"Riverside, CA",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
142,"$74,500 /yr (est.)",74500.0,Front End Developer,5,1,-1,ARwall,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
143,"$70,630 /yr (est.)",70630.0,Desktop Support Technician,-1,-1,-1,"Yum! Brands
4.1","Irvine, CA",4.1,0,26,10000+ Employees,1997,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),3.9,3.7,4.3,3.8,4.2,yr
144,"$51,921 /yr (est.)",51921.0,Help Desk Specialist,0,2,1,"The EDH Global
4.0","Washington, DC",4.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,2.0,3.5,3.5,3.0,yr
163,"$68,284 /yr (est.)",68284.0,Information Technology Generalist 1,0,1,0,"Commonwealth of PA
3.3","Allegheny, PA",3.3,0,235,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.1,3.5,2.8,2.7,3.4,yr
209,"$63,473 /yr (est.)",63473.0,Associate Web App Engineer,-1,-1,-1,"Hyperspace Ventures
4.2","Durham, NC",4.2,0,6,1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.5,4.0,4.7,4.5,4.5,yr
249,"$49,222 /yr (est.)",49222.0,Help Desk Analyst Tier 1,0,2,1,"Rackner
5.0","Washington, DC",5.0,0,7,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,4.7,yr
263,"$37,500 /yr (est.)",37500.0,Help Desk Analyst (Tier I) Night Shift,0,1,-1,"Spatial Front, Inc.
3.8","Washington, DC",3.8,0,15,201 to 500 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.6,3.3,3.6,3.3,3.9,yr
272,"$88,200 /yr (est.)",88200.0,Research Software Engineer (Early Career),2,1,-1,"RAND Corporation
3.9","Los Angeles, CA",3.9,0,75,1001 to 5000 Employees,1948,Nonprofit Organization,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.7,3.8,3.8,3.4,3.7,yr
303,"$81,703 /yr (est.)",81703.0,-1,-1,-1,-1,-1,"Boston, MA",4.2,0,5,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.9,4.4,3.9,3.7,4.1,yr
309,"$51,292 /yr (est.)",51292.0,IT Help Desk Technician,-1,-1,-1,"Brivo
4.4","Bethesda, MD",4.4,0,24,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),4.3,4.2,4.5,4.3,4.5,yr
333,"$46,250 /yr (est.)",46250.0,Service Desk Analyst,-1,-1,-1,"Indigo IT
3.9",Remote,3.9,1,22,51 to 200 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.1,4.0,3.8,3.8,yr
