,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
234,Data Scientist,100000.0,2,BACHELOR,SENIOR,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HomeAware,2023-05-11 15:01:43.618095
236,"Data Scientist, Product Analytics",137500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,"Gametime United, Inc.
4.5",2023-05-11 15:01:47.702304
237,Analyst - Analytics and Data Science,70000.0,-1,-1,-1,United States,0,1001 to 5000 Employees,5,1939,84,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,Nonprofit Organization,4.2,3.9,4.0,4.3,4.0,4.0,-1,2023-05-11 15:01:50.939726
240,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:02:00.554090
242,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:02:05.023536
243,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.9,3.8,4.0,3.7,3.9,"Anblicks
3.9",2023-05-11 15:02:07.857490
244,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:02:11.065067
247,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:02:19.433263
248,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:02:21.626563
249,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:02:25.123839
250,-1,97500.0,-1,-1,-1,-1,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,-1,2023-05-11 15:02:27.786054
252,"Data Scientist, Product Analytics",137500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,"Gametime United, Inc.
4.5",2023-05-11 15:02:31.445816
254,Associate Data Engineer,108900.0,-1,-1,-1,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 15:02:35.435956
255,Data Scientist,221500.0,3,BACHELOR,SENIOR,Remote,1,10000+ Employees,7,2011,12,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.2,2.5,3.1,3.1,2.6,3.6,"Stitch Fix
3.2",2023-05-11 15:02:39.318157
256,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:02:42.151630
258,Data Scientist - All Levels,90016.0,2,BACHELOR,-1,"Chantilly, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,"Vibrant Emotional Health
2.4",2023-05-11 15:02:46.257636
259,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:02:49.251963
260,Data Scientist - Hybrid Remote,140000.0,3,BACHELOR,SENIOR,"New York, NY",0,1001 to 5000 Employees,5,2010,13,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),7,Company - Public,4.2,3.8,4.1,4.2,4.1,4.1,"Sharecare
4.2",2023-05-11 15:02:51.947206
261,Data Scientist,100000.0,2,BACHELOR,SENIOR,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HomeAware,2023-05-11 15:02:53.770667
262,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:02:55.728297
263,Data Scientist,98000.0,-1,BACHELOR,-1,"Detroit, MI",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,KesarWeb,2023-05-11 15:02:58.443431
264,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:03:00.118097
269,Statistical Analyst I,65910.0,3,BACHELOR,SENIOR,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:03:07.740659
271,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:03:17.869462
275,Data Science (AI/ML),87503.0,-1,-1,-1,"Dallas, TX",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,3.9,-1,-1,-1,-1,-1,"Anblicks
3.9",2023-05-11 15:03:24.758302
276,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:03:27.724072
277,Data Science Associate,96038.0,-1,-1,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,-1,2023-05-11 15:03:30.592575
280,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:03:40.731930
282,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:03:45.942687
284,Data Scientist (Remote),108750.0,-1,-1,-1,Remote,1,10000+ Employees,7,1944,79,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.9,3.7,3.7,3.8,3.5,3.8,"Parsons
3.9",2023-05-11 15:03:48.539665
286,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:03:52.114469
288,Analyst - Analytics and Data Science,70000.0,3,BACHELOR,SENIOR,United States,0,1001 to 5000 Employees,5,1939,84,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,Nonprofit Organization,4.2,3.9,4.0,4.3,4.0,4.0,"Blue Cross Blue Shield of Arizona
4.2",2023-05-11 15:03:56.318112
289,Senior Data Engineer,130000.0,-1,-1,-1,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:03:57.971605
292,Data Scientist - All Levels,90016.0,-1,-1,-1,"Chantilly, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Silver Edge,2023-05-11 15:04:03.646566
293,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:04:07.762370
295,Junior Data Scientist,90000.0,-1,BACHELOR,JUNIOR,"Stamford, CT",0,501 to 1000 Employees,4,-1,-1,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,-1,Company - Private,3.3,2.3,3.1,2.6,2.5,2.5,"Club Quarters
3.3",2023-05-11 15:04:10.779539
298,Data Scientist - Hybrid Remote,140000.0,-1,-1,-1,"New York, NY",0,1001 to 5000 Employees,5,2010,13,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),7,Company - Public,4.2,3.8,4.1,4.2,4.1,4.1,"Sharecare
4.2",2023-05-11 15:04:14.860107
302,Junior AI Engineer,87503.0,-1,-1,-1,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:04:28.128110
303,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,-1,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:04:30.935412
306,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:04:37.046555
307,Data Science Associate,97500.0,-1,-1,-1,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:04:38.480979
308,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:04:42.813378
310,Data Science Co-op,105551.0,-1,-1,-1,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:04:45.456166
311,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:04:47.800193
312,Data Science Analyst,100782.0,-1,-1,-1,"San Jose, CA",0,51 to 200 Employees,2,2018,5,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.5,3.4,3.4,3.3,3.4,"Banyan Data Services
3.6",2023-05-11 15:04:51.220492
315,Data Science Engineer,105699.0,5,BACHELOR,-1,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:04:56.138387
318,Senior Data Engineer,155000.0,5,MASTER,SENIOR,"Atlanta, GA",0,1001 to 5000 Employees,5,1901,122,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.1,3.8,3.9,4.2,3.8,4.1,"Hiscox
4.1",2023-05-11 15:05:05.624228
321,Junior Data Scientist,90000.0,-1,-1,-1,"Stamford, CT",0,501 to 1000 Employees,4,-1,-1,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,-1,Company - Private,3.3,2.3,3.1,2.6,2.5,2.5,"Club Quarters
3.3",2023-05-11 15:05:09.480988
322,Data Scientist (Remote),108750.0,3,BACHELOR,-1,Remote,1,10000+ Employees,7,1944,79,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.9,3.7,3.7,3.8,3.5,3.8,"Parsons
3.9",2023-05-11 15:05:13.163106
323,"Analyst, Data Science",95808.0,1,BACHELOR,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 15:05:15.272539
324,Rotational Associate Program - Data Analytics,80882.0,-1,BACHELOR,JUNIOR,"McLean, VA",0,1001 to 5000 Employees,5,2004,19,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.0,4.0,4.2,4.0,3.9,4.0,"Intelsat
4.0",2023-05-11 15:05:17.897214
325,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:05:21.115108
326,"Data Scientist, Product Analytics",137500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,"Gametime United, Inc.
4.5",2023-05-11 15:05:23.660280
328,Sr. Data Visualization Engineer (Remote),144867.0,-1,-1,-1,"Brea, CA",0,1001 to 5000 Employees,5,1961,62,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,3.5,3.5,3.4,3.7,3.4,3.4,"Mercury Insurance
3.5",2023-05-11 15:05:26.176217
329,Data Science Analyst,59500.0,-1,BACHELOR,-1,Rhode Island,0,5001 to 10000 Employees,6,1966,57,Research & Development,Management & Consulting,$100 to $500 million (USD),6,Company - Private,4.0,3.5,3.4,4.2,3.7,4.3,"The NPD Group
4.0",2023-05-11 15:05:29.082431
332,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,-1,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:05:37.157310
333,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:05:40.063921
334,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.8,3.7,3.9,3.6,3.9,"Anblicks
3.9",2023-05-11 15:05:43.272562
335,Data Science Associate,97500.0,1,BACHELOR,JUNIOR,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:05:45.758072
337,Data Science Associate,96038.0,-1,-1,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,-1,2023-05-11 15:05:49.925288
338,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:05:52.453163
339,Data Scientist,99000.0,-1,-1,-1,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:05:54.749284
341,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:05:58.621783
343,Data Science Analyst,100782.0,-1,-1,-1,"San Jose, CA",0,51 to 200 Employees,2,2018,5,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.5,3.4,3.4,3.3,3.4,"Banyan Data Services
3.6",2023-05-11 15:06:02.265174
344,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:06:05.443308
348,Senior Data Engineer,155000.0,5,MASTER,SENIOR,"Atlanta, GA",0,1001 to 5000 Employees,5,1901,122,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.1,3.8,3.9,4.2,3.8,4.1,"Hiscox
4.1",2023-05-11 15:06:12.028389
349,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:06:16.514769
351,Junior Data Scientist,90000.0,-1,-1,-1,"Stamford, CT",0,501 to 1000 Employees,4,-1,-1,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,-1,Company - Private,3.3,2.3,3.1,2.6,2.5,2.5,"Club Quarters
3.3",2023-05-11 15:06:20.630921
352,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:06:23.742255
353,Rotational Associate Program - Data Analytics,80882.0,-1,BACHELOR,JUNIOR,"McLean, VA",0,1001 to 5000 Employees,5,2004,19,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.0,4.0,4.2,4.0,3.9,4.0,"Intelsat
4.0",2023-05-11 15:06:26.250189
354,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:06:30.736635
355,-1,118422.0,-1,-1,-1,-1,0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,-1,3.6,3.5,3.6,3.3,3.6,-1,2023-05-11 15:06:34.574169
357,"Analyst, Data Science",95808.0,-1,-1,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 15:06:37.973981
358,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:06:42.644868
359,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:06:45.652477
361,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:06:53.863726
364,Associate Data Engineer,108900.0,0,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 15:07:02.112123
365,Data Science Associate,97500.0,1,BACHELOR,JUNIOR,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:07:05.041614
366,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:07:07.578467
367,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:07:09.371086
368,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:07:11.785584
370,Data Scientist,105551.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.1,3.8,3.7,3.6,3.3,2.9,"Overstock.com Inc.
3.1",2023-05-11 15:07:16.067261
371,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:07:18.958092
374,Data Scientist,107500.0,-1,-1,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:07:25.471589
375,Data Science Analyst,100782.0,-1,-1,-1,"San Jose, CA",0,51 to 200 Employees,2,2018,5,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.5,3.4,3.4,3.3,3.4,"Banyan Data Services
3.6",2023-05-11 15:07:27.889716
377,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:07:33.253450
379,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:07:36.833576
380,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:07:43.534301
382,Sr. Data Engineer,145600.0,-1,-1,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,DataPattern,2023-05-11 15:07:45.989446
383,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:07:48.238391
385,"Analyst, Data Science",95808.0,1,BACHELOR,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 15:07:54.811285
387,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 15:07:57.958983
388,-1,137500.0,-1,-1,-1,-1,0,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,-1,2023-05-11 15:08:01.382825
389,Software Engineer 1 - Machine Learning,113691.0,-1,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2019,4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.8,4.8,4.7,5.0,4.6,"Abacus.AI
4.9",2023-05-11 15:08:03.534072
390,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:08:13.152133
393,Data Scientist,99000.0,-1,BACHELOR,-1,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:08:19.360428
394,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:08:22.675602
