,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
820,"$170,143 /yr (est.)",170143.0,Deep Learning Engineer,5,1,-1,"Carbon Robotics
4.6", WA,4.6,0,5,51 to 200 Employees,2018,Company - Private,Farm Support,Agriculture,Unknown / Non-Applicable,4.5,3.9,4.2,4.3,3.9,yr
821,"$106,208 /yr (est.)",106208.0,Deep Learning / Computer Vision engineer,3,2,1,"IREX
3.8", VA,3.8,0,54,1001 to 5000 Employees,1969,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,3.6,4.0,3.7,3.8,yr
822,"$130,442 /yr (est.)",130442.0,Deep Learning and Computer Vision Engineer,3,1,-1,"Imagry
5.0", CA,5.0,0,8,1 to 50 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.0,4.5,3.9,4.5,4.5,yr
823,"$135,000 /yr (est.)",135000.0,eGain Infrastructure Engineer,7,1,-1,Wisemen Multimedia, GA,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
824,"$91,476 /yr (est.)",91476.0,Pre-Doc: Jr. Machine Learning Engineer,0,1,0,"Argonne National Laboratory
4.4", IL,4.4,0,77,1001 to 5000 Employees,1946,Government,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.9,4.0,4.2,3.9,4.3,yr
826,"$125,000 /yr (est.)",125000.0,Remote Experienced Frontend Engineer - React,4,2,-1,"TheoremOne, LLC
4.2",Remote,4.2,1,16,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.4,4.3,4.4,4.1,4.3,yr
827,"$1,367 /mo (est.)",16404.0,Audio AI Engineer,0,1,-1,"A.V. Mapping Co., LTD",Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,mo
828,$75.00 /hr (est.),156000.0,Aruba Wireless Engineer,10,1,1,"Amaze Systems Inc
5.0",Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,hr
829,"$130,000 /yr (est.)",130000.0,AI Engineer,7,2,-1,NLB Technology Services,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
830,"$51,150 /yr (est.)",51150.0,Application Developer on Z Apprentice,0,2,0,"IBM
4.0", CA,4.0,0,112,10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr
831,"$101,738 /yr (est.)",101738.0,Machine Learning Engineer,0,1,-1,"Flock Safety
4.2", GA,4.2,0,6,501 to 1000 Employees,2017,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.1,4.3,4.0,3.9,yr
833,$57.50 /hr (est.),119600.0,ML Engineer,0,2,-1,"Agile Tech Labs
5.0", CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
834,"$103,704 /yr (est.)",103704.0,Senior Deep Learning Engineer,3,2,1,"UVeye
4.0", NJ,4.0,0,7,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.2,4.1,4.0,4.0,yr
835,$53.00 /hr (est.),110240.0,Software Development Engineer in Test (SDET),5,2,1,"Data Systems Integration Group
3.5", WA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.0,3.1,2.9,3.1,3.3,hr
836,"$216,500 /yr (est.)",216500.0,Staff Machine Learning Engineer,5,1,-1,"AppLovin
3.6",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,4.0,3.4,3.4,3.1,yr
837,"$98,489 /yr (est.)",98489.0,Machine Learning Engineer,0,1,-1,"CoVar
5.0", NC,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,yr
838,"$154,000 /yr (est.)",154000.0,Machine Learning Engineer,4,1,1,OXMAN, NY,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
839,$45.00 /hr (est.),93600.0,Computer Vision Engineer I,2,1,-1,"Intelliswift Software, Inc.
4.2", PA,4.2,0,22,1001 to 5000 Employees,2001,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),4.1,3.9,4.1,4.0,4.1,hr
840,"$78,652 /yr (est.)",78652.0,Frontend Software Engineer,10,1,1,"Smarty
4.8", UT,4.8,0,12,51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.6,4.7,4.7,4.7,4.9,yr
841,"$175,000 /yr (est.)",175000.0,ML/Deep Learning Engineer,5,2,1,"AppZen
3.9", CA,3.9,0,11,51 to 200 Employees,2012,Company - Private,Financial Transaction Processing,Financial Services,$1 to $5 million (USD),3.7,3.8,4.0,3.8,3.7,yr
842,"$120,894 /yr (est.)",120894.0,Machine Learning Engineer- Computer Vision,0,1,-1,"STR
4.2", MA,4.2,0,13,501 to 1000 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.3,4.5,4.1,4.0,4.1,yr
843,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,yr
844,"$136,000 /yr (est.)",136000.0,"Software Engineer, Machine Learning - Generative AI",2,1,-1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
845,"$137,755 /yr (est.)",137755.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
846,"$90,623 /yr (est.)",90623.0,Machine Learning Engineer - Multimodal Deep Learning,3,1,-1,"Eduworks Corporation
4.5", OR,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5,4.5,4.5,yr
847,"$150,000 /yr (est.)",150000.0,Computer Vision AI Engineer,3,2,-1,"Ianuly Talent Accelerators
4.6",United States,4.6,0,14,1 to 50 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.3,4.4,5.0,4.8,yr
849,"$100,100 /yr (est.)",100100.0,Machine Learning Engineer,3,2,1,"Osmo
5.0", MA,5.0,0,1,1 to 50 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
850,"$119,789 /yr (est.)",119789.0,Machine Learning Engineer,0,1,-1,"Broad Institute
4.4", MA,4.4,0,19,1001 to 5000 Employees,2004,Nonprofit Organization,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),4.2,3.9,4.6,4.0,4.1,yr
851,"$140,000 /yr (est.)",140000.0,Machine Learning Engineer,3,1,1,"Idea Evolver
4.0",Remote,4.0,1,12,1 to 50 Employees,2011,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.0,4.1,4.0,4.0,4.3,yr
852,"$63,785 /yr (est.)",63785.0,AI/ML Ops Engineer - Multimodal Deep Learning,3,1,-1,"Eduworks Corporation
4.5", OR,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5,4.5,4.5,yr
853,"$113,934 /yr (est.)",113934.0,Software Engineer 1 - Machine Learning,0,1,-1,"Abacus.AI
4.9", CA,4.9,0,4,51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.7,5.0,4.6,yr
854,"$136,572 /yr (est.)",136572.0,"Deep Learning Vision Engineer, Tesla Bot",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
855,"$112,815 /yr (est.)",112815.0,Machine Learning Engineer,4,1,-1,"The Evolvers Group
3.8", MD,3.8,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.9,3.2,3.2,3.2,yr
856,"$104,694 /yr (est.)",104694.0,Computer Vision Engineer,0,1,-1,"AGCO
3.9", IL,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,yr
857,"$150,000 /yr (est.)",150000.0,Machine Learning Engineer,2,1,-1,"Hive
3.8", WA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.3,3.6,3.7,3.0,4.1,yr
858,"$142,664 /yr (est.)",142664.0,Lead Machine Learning / Deep Learning Engineer,5,2,-1,"Audax Labs
3.7", WA,3.7,0,7,51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.7,3.5,3.7,3.5,3.7,yr
859,"$137,123 /yr (est.)",137123.0,Autonomy Engineer - Deep Learning,2,1,-1,"Skydio
4.8", CA,4.8,0,9,501 to 1000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.7,4.5,4.7,4.6,4.1,yr
860,"$144,500 /yr (est.)",144500.0,Machine Learning Engineer,0,1,-1,"Hayden AI Technologies
5.0", CA,5.0,0,4,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),5.0,5.0,5.0,5.0,5.0,yr
861,"$204,000 /yr (est.)",204000.0,"Staff Machine Learning Engineer - NLP, LLM, Deep-Learning",10,1,1,"Eightfold.AI
3.5", CA,3.5,0,7,501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.4,3.2,3.5,yr
862,"$185,000 /yr (est.)",185000.0,Senior/Staff Deep Learning Engineer,8,1,1,"Hayden AI Technologies
5.0", CA,5.0,0,4,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),5.0,5.0,5.0,5.0,5.0,yr
863,"$205,000 /yr (est.)",205000.0,Senior Machine Learning Engineer,0,2,-1,"Lambda
4.0",Remote,4.0,1,-1,-1,-1,-1,-1,-1,-1,4.1,4.0,4.1,3.6,3.8,yr
865,"$207,125 /yr (est.)",207125.0,Senior Deep Learning Engineer - Drug Discovery AI,5,1,1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,yr
866,"$172,000 /yr (est.)",172000.0,"Software Engineer, Computer Vision",0,1,-1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
867,"$120,000 /yr (est.)",120000.0,Machine Learning Research Engineer,4,1,-1,"Leidos
3.9", MI,3.9,0,54,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.6,3.8,3.6,4.0,yr
868,"$116,060 /yr (est.)",116060.0,Staff Software Engineer - Deep Learning Acceleration,5,1,1,"Aurora Innovation
3.9", CO,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,yr
869,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,-1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,yr
871,"$141,015 /yr (est.)",141015.0,Deep Learning Senior Software Engineer,8,1,1,"California Institute of Technology
4.3", CA,4.3,0,132,1001 to 5000 Employees,1891,College / University,Colleges & Universities,Education,$100 to $500 million (USD),4.2,3.8,4.0,3.7,3.3,yr
872,"$187,500 /yr (est.)",187500.0,Staff Machine Learning Engineer,0,2,-1,"Runway AI
5.0",Remote,5.0,1,5,1 to 50 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
873,"$103,711 /yr (est.)",103711.0,Machine Learning Engineer I,5,1,-1,"Broad Institute
4.4", MA,4.4,0,19,1001 to 5000 Employees,2004,Nonprofit Organization,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),4.2,3.9,4.6,4.0,4.1,yr
874,"$132,499 /yr (est.)",132499.0,Computer Vision Engineer,3,1,-1,"Vimaan Robotics
3.5", CA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.2,2.7,3.1,3.0,2.7,yr
875,"$155,332 /yr (est.)",155332.0,Machine Learning Software Engineer,3,1,1,"Genentech
4.3", CA,4.3,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.3,4.1,3.6,4.0,yr
876,"$130,296 /yr (est.)",130296.0,Computer Vision Software Engineer,0,2,-1,"Valve Software
4.4", WA,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.0,4.2,3.7,3.3,3.9,yr
877,"$113,748 /yr (est.)",113748.0,Staff Computer Vision Deep Learning Engineer,0,1,-1,"Applied Research Associates, Inc
4.2", NC,4.2,0,44,1001 to 5000 Employees,1979,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.0,4.0,4.3,4.1,4.3,yr
878,"$175,000 /yr (est.)",175000.0,Senior Machine Learning Engineer,5,1,1,"Transcarent
3.8",Remote,3.8,1,3,201 to 500 Employees,2020,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.5,4.4,3.7,3.7,3.7,yr
879,"$128,202 /yr (est.)",128202.0,Machine Learning Engineer / A.I.,0,1,-1,"Gaea Global Technologies, In
4.7", CA,4.7,0,16,51 to 200 Employees,2007,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),4.4,4.3,4.6,4.5,4.2,yr
880,"$140,324 /yr (est.)",140324.0,Deep Learning Engineer,0,-1,-1,"Matroid
4.7", CA,4.7,0,7,1 to 50 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.2,4.2,4.8,yr
881,"$155,200 /yr (est.)",155200.0,Software Engineer - AI,2,1,1,"HubSpot
4.3", MA,4.3,0,17,1001 to 5000 Employees,2006,Company - Public,Computer Hardware Development,Information Technology,$500 million to $1 billion (USD),4.1,4.1,4.4,4.1,4.3,yr
884,"$102,727 /yr (est.)",102727.0,Machine Learning Engineer,5,1,0,"Agilysys, Inc.
3.5", WA,3.5,0,60,1001 to 5000 Employees,1963,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$100 to $500 million (USD),3.7,3.7,3.4,3.2,2.9,yr
885,"$118,145 /yr (est.)",118145.0,Senior Machine Learning Engineer,8,1,0,"Novo Nordisk
4.3", MA,4.3,0,100,10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.9,4.1,4.3,3.8,4.1,yr
886,"$125,361 /yr (est.)",125361.0,Machine Learning Engineer,4,1,-1,"Generate Biomedicines
5.0", MA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,5.0,4.7,4.8,yr
887,"$119,538 /yr (est.)",119538.0,Machine Learning Engineer,3,2,-1,"Babel Street
4.4", MA,4.4,0,11,51 to 200 Employees,2012,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.2,4.1,4.2,4.1,4.4,yr
888,"$133,558 /yr (est.)",133558.0,Machine Learning Engineer,0,1,-1,"DeepMotion
5.0", CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
889,"$81,354 /yr (est.)",81354.0,Research Engineer - AllenNLP,2,1,-1,"The Allen Institute for AI
4.9", WA,4.9,0,9,201 to 500 Employees,2014,Nonprofit Organization,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.8,4.9,4.8,4.8,4.9,yr
890,"$165,350 /yr (est.)",165350.0,Machine Learning Engineer,0,1,-1,"Adobe
4.4", CA,4.4,0,41,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,yr
891,"$147,029 /yr (est.)",147029.0,Staff Software Engineer - Deep Learning Acceleration,5,1,1,"Aurora Innovation
3.9", CA,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,yr
892,"$116,736 /yr (est.)",116736.0,Machine Learning Engineer,6,1,0,"Fidelity Investments
4.3", MA,4.3,0,77,10000+ Employees,1946,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD),4.2,4.1,4.4,4.0,4.2,yr
893,"$140,229 /yr (est.)",140229.0,Machine Learning Engineer II,0,1,0,"PlayStation Global
4.0", CA,4.0,0,29,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr
894,"$172,000 /yr (est.)",172000.0,"Software Engineer, Machine Learning - Generative AI",5,1,-1,"Meta
3.9", WA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
895,"$172,000 /yr (est.)",172000.0,"Software Engineer, Computer Vision",0,1,-1,"Meta
3.9", WA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
896,"$172,000 /yr (est.)",172000.0,Research Engineer,3,1,-1,"Oculus
3.9", PA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
897,"$198,000 /yr (est.)",198000.0,Senior Software Development Engineer,6,1,1,"Zillow
3.9",Washington State,3.9,0,18,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.4,4.2,yr
898,"$110,147 /yr (est.)",110147.0,Software Engineer - Remote,2,1,1,"Mayo Clinic
3.9", MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.8,3.9,3.3,3.5,yr
899,"$127,500 /yr (est.)",127500.0,Machine Learning Engineer,0,1,0,"Pison Technology
3.3", MA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.2,3.1,3.2,3.4,yr
901,"$104,789 /yr (est.)",104789.0,Frontend Engineer,5,1,1,"Wonders Corporation
3.1", NY,3.1,0,11,201 to 500 Employees,2012,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.8,4.0,3.5,3.3,3.5,yr
902,"$114,100 /yr (est.)",114100.0,Software Engineer I,0,1,-1,"Microsoft
4.3", WA,4.3,0,48,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.1,4.1,4.3,4.0,4.1,yr
903,"$106,208 /yr (est.)",106208.0,Deep Learning / Computer Vision engineer,0,-1,-1,"IREX
3.8", VA,3.8,0,54,1001 to 5000 Employees,1969,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,3.6,4.0,3.7,3.8,yr
904,"$127,500 /yr (est.)",127500.0,Machine Learning Engineer,0,-1,-1,"Pison Technology
3.3", MA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.2,3.1,3.2,3.4,yr
905,$53.00 /hr (est.),110240.0,Software Development Engineer in Test (SDET),0,-1,-1,"Data Systems Integration Group
3.5", WA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.0,3.1,2.9,3.1,3.3,hr
906,"$101,738 /yr (est.)",101738.0,Machine Learning Engineer,0,-1,-1,"Flock Safety
4.2", GA,4.2,0,6,501 to 1000 Employees,2017,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.1,4.3,4.0,3.9,yr
907,"$91,476 /yr (est.)",91476.0,Pre-Doc: Jr. Machine Learning Engineer,0,-1,-1,-1, IL,4.4,0,77,1001 to 5000 Employees,1946,Government,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.9,4.0,4.2,3.9,4.3,yr
908,"$161,975 /yr (est.)",161975.0,Machine Learning Engineer - Computer Vision,0,-1,-1,-1, WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,yr
909,"$136,000 /yr (est.)",136000.0,"Software Engineer, Machine Learning - Generative AI",0,-1,-1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
910,"$137,755 /yr (est.)",137755.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,-1,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
911,$34.00 /hr (est.),70720.0,Co-Op Computer Vision - Deep Learning (Fall 2023),0,-1,-1,"Torc Robotics
4.3", TX,4.3,0,16,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),4.0,4.5,4.5,3.9,4.1,hr
912,"$116,060 /yr (est.)",116060.0,Staff Software Engineer - Deep Learning Acceleration,0,-1,-1,"Aurora Innovation
3.9", CO,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,yr
913,"$75,000 /yr (est.)",75000.0,Customer Operations Specialist,5,1,1,Kooth USA,Remote,3.3,1,22,201 to 500 Employees,2001,Company - Public,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.2,3.1,3.3,3.1,3.2,yr
916,"$69,067 /yr (est.)",69067.0,Digital Communications Specialist,10,1,1,Plains All American Pipeline, TX,3.7,0,25,5001 to 10000 Employees,1998,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),2.9,3.6,3.5,3.1,3.8,yr
917,"$56,609 /yr (est.)",56609.0,Talent Development Specialist,3,1,1,Spire Inc., PA,3.7,0,166,1001 to 5000 Employees,1857,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),3.7,3.7,3.7,3.1,3.6,yr
918,$25.00 /hr (est.),52000.0,Guest Relations Specialist,2,1,1,Sofitel Los Angeles At Beverly Hills, CA,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.5,3.7,3.4,3.2,hr
919,"$40,196 /yr (est.)",40196.0,Member Experience Specialist,3,1,1,Apple Federal Credit Union, VA,4.2,0,67,501 to 1000 Employees,1956,Nonprofit Organization,Banking & Lending,Financial Services,$1 to $5 billion (USD),4.0,4.1,4.3,4.2,4.2,yr
920,"$157,790 /yr (est.)",157790.0,Software and Security Analyst Relations Professional,6,1,1,INTEL, CA,4.2,0,55,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.0,4.0,4.2,3.7,4.1,yr
923,"$51,153 /yr (est.)",51153.0,Employee Engagement Specialist,0,2,-1,G.W. Lisk Company, NY,3.7,0,113,501 to 1000 Employees,1910,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),3.1,2.8,3.3,2.8,3.3,yr
925,"$75,000 /yr (est.)",75000.0,eCommerce Conversion Specialist,5,1,1,Road Runner Sports, CA,3.4,0,40,501 to 1000 Employees,1983,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$25 to $100 million (USD),3.1,3.3,3.1,3.0,3.1,yr
926,"$120,000 /yr (est.)",120000.0,Sr. Maintenance & Reliability Engineer,0,-1,-1,Cargill, CA,4.0,0,158,10000+ Employees,1865,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,3.7,3.9,4.0,3.5,3.7,yr
927,"$143,375 /yr (est.)",143375.0,Maintenance Manager,0,-1,-1,Eaton Corporation, NC,3.9,0,112,10000+ Employees,1911,Company - Private,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.6,3.6,3.9,3.4,3.7,yr
928,"$84,116 /yr (est.)",84116.0,Maintenance & Reliability Engineer,0,-1,-1,Cargill, PA,4.0,0,158,10000+ Employees,1865,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,3.7,3.9,4.0,3.5,3.7,yr
929,"$142,000 /yr (est.)",142000.0,Senior Rotating Equipment Maintenance Engineer,0,-1,-1,OCI Beaumont, TX,3.1,0,-1,-1,-1,-1,-1,-1,-1,3.0,3.5,2.7,2.8,3.4,yr
930,"$64,216 /yr (est.)",64216.0,Field Service Engineer I,0,-1,-1,Omnicell, RI,3.3,0,31,1001 to 5000 Employees,1992,Company - Public,Health Care Services & Hospitals,Healthcare,$1 to $5 million (USD),3.2,3.4,3.2,2.9,3.3,yr
931,"$75,269 /yr (est.)",75269.0,Engineering Maintenance Technician,0,-1,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,yr
932,"$116,802 /yr (est.)",116802.0,Maintenance Production Coordinator I,0,-1,-1,Lawrence Livermore National Laboratory, CA,4.4,0,71,5001 to 10000 Employees,1952,Government,National Agencies,Government & Public Administration,$1 to $5 billion (USD),4.3,4.0,4.3,4.1,4.6,yr
933,"$71,642 /yr (est.)",71642.0,Facilities Engineer,0,-1,-1,Cytiva, SC,3.8,0,3,5001 to 10000 Employees,2020,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),3.5,3.6,3.8,3.3,3.8,yr
934,"$66,295 /yr (est.)",66295.0,Data Center Operating Engineer/Maintenance Tech,0,-1,-1,JLL, NC,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.5,3.9,3.5,3.7,yr
935,"$47,400 /yr (est.)",47400.0,Engineer I - Full Time - Detroit,0,-1,-1,MGM Resorts International, MI,3.7,0,22,10000+ Employees,2001,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$10+ billion (USD),3.6,3.6,3.6,3.2,3.3,yr
936,"$100,833 /yr (est.)",100833.0,Chief Engineer-PA,0,-1,-1,C&W Services, PA,3.4,0,72,10000+ Employees,1951,Company - Private,Building & Personnel Services,Management & Consulting,$1 to $5 billion (USD),3.4,3.3,3.2,3.0,3.2,yr
937,"$76,652 /yr (est.)",76652.0,Maintenance Manager,0,-1,-1,Mondelēz International, IL,4.0,0,11,10000+ Employees,2012,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),3.6,3.8,3.9,3.5,3.6,yr
938,$38.75 /hr (est.),80600.0,"Industrial Maintenance Engineer -- Kansas City, KS",0,-1,-1,Amsted Manufacturing USA, KS,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
