Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue,Scale_Location
133500.0,Clinical Trial Manager,7.0,1,1,Cargo Therapeutics,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
105000.0,Senior Biologist,5.0,1,1,GPA Consulting,CA,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.5,2.5,2.0,2.1,2.0,yr,4.464377406931964,6.5103668261563,4.0
68550.0,Product Development and Research Engineer,2.0,1,1,Henkel,NC,4.3,0,147.0,10000+ Employees,1876,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.0,4.0,4.2,3.9,4.0,yr,7.0,9.0,19.0
52190.0,Postdoctoral Fellow II,2.0,1,0,Utah State University,UT,4.3,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.8,3.5,4.3,4.0,4.4,yr,4.464377406931964,6.5103668261563,36.0
97500.0,Sr. Intelligence Analyst - Cloud Intelligence Mission (Remote),3.0,1,1,CrowdStrike,Remote,4.2,1,12.0,1001 to 5000 Employees,2011,Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.1,4.0,3.8,4.0,yr,5.0,7.0,1.0
91463.0,Nursing Online Instruction Specialist- Contract with Benefits,3.0,1,0,Anne Arundel Community College,MD,4.3,0,56.0,501 to 1000 Employees,1967,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.3,3.4,4.0,3.8,4.3,yr,4.0,6.0,6.0
46674.0,Pricing Specialist 1,1.0,2,0,Card Kingdom,WA,2.7,0,24.0,201 to 500 Employees,1999,Private,Other,Retail & Wholesale,Unknown / Non-Applicable,2.3,2.4,2.9,2.0,3.1,yr,3.0,6.5103668261563,8.0
77500.0,Omnichannel Specialist & Business Analyst,2.0,1,1,Henkel,NC,4.3,0,147.0,10000+ Employees,1876,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.0,4.0,4.2,3.9,4.0,yr,7.0,9.0,19.0
66650.0,Customer Success and Sales Specialist,4.0,1,1,Quadient,CT,4.1,0,99.0,501 to 1000 Employees,1924,Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.9,3.8,4.2,4.0,4.2,yr,4.0,6.0,11.0
89639.0,Client SEO Analyst / Specialist,3.0,1,1,Forix,OR,3.7,0,16.0,51 to 200 Employees,2007,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.6,3.4,3.8,3.3,3.3,yr,2.0,6.5103668261563,38.0
81264.0,Research Scientist,2.0,2,0,University of Maryland,MD,4.2,0,167.0,10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.6,4.1,3.8,3.9,yr,7.0,7.0,6.0
70912.0,Talent Acquisition Manager,5.0,1,1,Andretti Indoor Karting & Games,GA,3.6,0,22.0,1001 to 5000 Employees,2001,Private,Culture & Entertainment,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.4,2.9,3.2,2.8,3.1,yr,5.0,6.0,18.0
57356.0,Ecommerce Compliance Specialist,2.0,1,1,Pattern,UT,4.5,0,10.0,1001 to 5000 Employees,2013,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.3,4.3,4.5,4.4,4.5,yr,5.0,6.5103668261563,36.0
44720.0,Marketing Specialist,0.0,1,1,CENTURY21 Cornerstone,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,4.0
57433.0,eCommerce Marketing Specialist,5.0,1,1,Acushnet Company,MA,3.8,0,113.0,5001 to 10000 Employees,1910,Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),3.2,3.7,3.7,3.1,3.6,yr,6.0,7.0,14.0
46549.0,Sponsorship Activation Specialist,3.0,1,1,Fuego FC,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
52503.0,Email Marketing Specialist,4.0,1,1,Printfly,PA,4.2,0,21.0,201 to 500 Employees,2002,Private,Other,Manufacturing,$25 to $100 million (USD),3.8,3.8,4.3,3.9,3.6,yr,3.0,6.5103668261563,31.0
50000.0,Email & SMS Marketing Specialist,3.0,1,1,Lakanto,UT,2.7,0,8.0,1 to 50 Employees,2015,Private,Other,Retail & Wholesale,Less than $1 million (USD),2.8,2.6,2.8,2.7,3.0,yr,1.0,1.0,36.0
51421.0,Marketing Specialist,2.0,1,1,Millionaire Publishing LLC,TX,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.0,3.5,3.5,3.0,2.5,yr,4.464377406931964,6.5103668261563,12.0
187265.0,Senior Producer,6.0,2,1,"Big Fish Games, Inc.",NV,3.8,0,21.0,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr,3.0,6.5103668261563,37.0
65144.0,Email & SMS Marketing Specialist,3.0,-1,-1,Apollo Interactive,CA,4.4,0,28.0,1 to 50 Employees,1995,Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),4.0,4.1,4.3,4.4,4.5,yr,1.0,6.5103668261563,4.0
150000.0,ETF Pricing Engineering Specialist,3.0,-1,-1,Hudson River Trading,NY,4.1,0,21.0,501 to 1000 Employees,2002,Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,4.1,4.6,3.9,4.2,3.6,yr,4.0,6.5103668261563,10.0
44066.0,Marketing Specialist ~ Recognized as Top Places to Work ~,3.0,-1,-1,Monge & Associates,GA,4.6,0,30.0,51 to 200 Employees,1993,Private,Other,Legal,Unknown / Non-Applicable,4.7,4.6,4.6,4.7,4.3,yr,2.0,6.5103668261563,18.0
61305.0,Voice Compliance Operations Specialist 4,4.0,1,1,Twilio,CO,3.8,0,15.0,5001 to 10000 Employees,2008,Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),3.6,4.2,4.0,3.3,4.2,yr,6.0,7.0,16.0
57671.0,MARKETING SPECIALIST,2.0,1,1,Saratoga Casino Hotel,NY,3.3,0,82.0,501 to 1000 Employees,1941,Private,Other,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,2.9,3.6,2.9,3.1,3.0,yr,4.0,6.5103668261563,10.0
48397.0,Minor League Content Creation Specialist,5.0,1,1,"Cleveland Guardians Baseball Co., LLC",OH,4.3,0,37.0,51 to 200 Employees,1986,Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.6,3.1,4.2,3.9,4.1,yr,2.0,6.5103668261563,26.0
42077.0,Accounts Receivable Specialist,0.0,1,1,Pattern,UT,4.5,0,10.0,1001 to 5000 Employees,2013,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.3,4.3,4.5,4.4,4.5,yr,5.0,6.5103668261563,36.0
54447.0,Systems Support Specialist,3.0,1,1,Konami Gaming Inc,NV,2.2,0,26.0,201 to 500 Employees,1997,Public,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),2.2,2.7,1.9,1.8,2.5,yr,3.0,6.5103668261563,37.0
48397.0,Minor League Content Creation Specialist,5.0,1,1,Cleveland Indians,OH,4.3,0,37.0,51 to 200 Employees,1986,Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.6,3.1,4.2,3.9,4.1,yr,2.0,6.5103668261563,26.0
56440.0,Social Media Manager,2.0,1,1,Jock MKT,MA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,14.0
75413.0,Business Operations Specialist,3.0,1,1,Razer USA Ltd.,CA,3.9,0,18.0,1001 to 5000 Employees,2005,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.7,3.9,3.6,3.6,yr,5.0,6.5103668261563,4.0
60000.0,Marketing Manager (Remote Possible),3.0,1,1,iVET360,OR,4.5,0,10.0,1 to 50 Employees,2013,Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.2,4.5,4.6,4.3,4.6,yr,1.0,3.0,38.0
49548.0,SEO Specialist,2.0,1,1,Zehnder Communications,TN,4.1,0,27.0,51 to 200 Employees,1996,Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),3.5,3.4,3.9,3.6,3.9,yr,2.0,2.0,25.0
92500.0,Social Media Community Manager,3.0,1,1,SQUARE ENIX INC,CA,3.9,0,48.0,1001 to 5000 Employees,1975,Public,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.0,4.0,3.2,4.3,yr,5.0,6.5103668261563,4.0
72500.0,"Specialist, Marketing",2.0,1,1,EPE Industries USA Inc,CA,3.1,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.8,3.3,2.9,2.6,3.4,yr,4.464377406931964,6.5103668261563,4.0
45000.0,Marketing Specialist,3.0,-1,-1,Medicreations,NV,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.4,2.7,4.4,4.4,3.9,yr,4.464377406931964,6.5103668261563,37.0
44000.0,MARKETING SPECIALIST,0.0,1,1,Magnolia Bluffs Casino,MS,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,15.0
46596.0,Compliance Specialist,2.0,1,1,Comcast,PA,3.8,0,60.0,10000+ Employees,1963,Public,Telecommunications Services,Telecommunications,$10+ billion (USD),3.6,3.9,3.7,3.4,3.6,yr,7.0,9.0,31.0
43693.0,Social Content Specialist - Texas A&M,3.0,-1,-1,LEARFIELD,TX,3.7,0,51.0,1001 to 5000 Employees,1972,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.5,3.0,3.8,3.6,3.8,yr,5.0,6.5103668261563,12.0
55000.0,Insurance Marketing Specialist,2.0,1,0,Chris Castanza Insurance Agency,MO,3.5,0,95.0,10000+ Employees,1928,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $5 billion (USD),3.4,3.4,3.5,3.1,3.3,yr,7.0,7.0,34.0
112500.0,"Associate Account Director, Media Relations",7.0,1,0,W2O Group,Remote,3.4,1,22.0,1001 to 5000 Employees,2001,Private,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD),3.5,3.7,3.3,3.1,3.0,yr,5.0,6.0,1.0
62253.0,Sales Operations Analyst,3.0,2,1,Veolia,MI,3.8,0,170.0,10000+ Employees,1853,Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),3.6,3.5,3.7,3.5,3.7,yr,7.0,7.0,9.0
53701.0,Digital Marketing Specialist,2.0,1,1,University of Miami,FL,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.7,3.5,3.8,3.5,3.7,yr,4.464377406931964,6.5103668261563,7.0
45000.0,Marketing Specialist - Account Manager,0.0,2,1,Saddle Rock Legal Group,UT,5.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,36.0
156900.0,Research Scientist Networking and Distributed Systems Lab Graduate,5.0,1,1,Hewlett Packard Enterprise,CA,4.2,0,8.0,10000+ Employees,2015,Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.7,4.3,3.8,4.2,yr,7.0,6.5103668261563,4.0
187265.0,Senior Producer,6.0,2,1,Aristocrat,NV,4.0,0,70.0,5001 to 10000 Employees,1953,Public,Other,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr,6.0,7.0,37.0
50875.0,Social media specialist,2.0,2,1,FFF Academy,NY,3.8,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.4,3.7,4.2,3.9,4.3,yr,4.464377406931964,6.5103668261563,10.0
93192.0,Sales Operations Manager,5.0,1,1,VELOX,ID,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.5,3.4,3.5,3.5,3.8,yr,4.464377406931964,6.5103668261563,24.0
62310.0,"Sales & Marketing Coordinator – Brea, CA",3.0,1,1,Ubisec Systems,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
80000.0,CRM & Retention Marketing Manager,5.0,1,1,Darkroom,LA,3.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,1.3,2.9,2.5,2.1,2.8,yr,4.464377406931964,6.5103668261563,3.0
82500.0,Branding Specialist,2.0,1,1,"The Ward Law Group, PL",FL,3.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.6,3.4,4.0,3.2,2.8,yr,4.464377406931964,6.5103668261563,7.0
41600.0,Marketing Manager - Cryptocurrency,1.0,2,1,Winn.solutions,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,4.0
45760.0,Technical Support Specialist III,1.0,2,-1,GSM Outdoors,NV,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,37.0
48007.0,PPC Specialist,1.0,2,1,Pacific54,FL,3.8,0,14.0,1 to 50 Employees,2009,Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),4.0,3.8,3.6,3.5,3.8,yr,1.0,2.0,7.0
49548.0,SEO Specialist,3.0,-1,-1,Zehnder Communications,TN,4.1,0,27.0,51 to 200 Employees,1996,Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),3.5,3.4,3.9,3.6,3.9,yr,2.0,2.0,25.0
214425.0,Senior Director of Media,6.0,2,1,PayPal,LA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.5,3.9,4.0,3.4,4.0,yr,7.0,9.0,3.0
87500.0,Research Contributions Account Manager,3.0,2,1,Bloomberg,NY,4.1,0,42.0,10000+ Employees,1981,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,4.0,4.2,3.6,4.0,yr,7.0,6.5103668261563,10.0
88925.0,"Associate Director, Programmatic",6.0,1,0,GroupM Nexus Xaxis,MI,3.9,0,20.0,10000+ Employees,2003,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.7,3.4,3.9,3.6,3.6,yr,7.0,6.5103668261563,9.0
75000.0,Digital Marketing Manager - Overit,2.0,1,0,Overit,NY,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.1,2.9,3.0,3.0,3.4,yr,4.464377406931964,6.5103668261563,10.0
85250.0,UX Analyst,2.0,1,1,Roi Revolution Inc,NC,4.4,0,21.0,51 to 200 Employees,2002,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.0,4.2,4.4,4.3,4.0,yr,2.0,6.5103668261563,19.0
69000.0,Marketing and Business Development Specialist (South Florida),5.0,1,1,Stearns Weaver Miller,FL,4.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.1,4.4,4.4,4.5,4.4,yr,4.464377406931964,6.5103668261563,7.0
65500.0,Associate Solutions Expert,10.0,1,0,Contentsquare,NY,4.0,0,11.0,1001 to 5000 Employees,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,4.1,4.0,3.8,4.1,yr,5.0,6.5103668261563,10.0
47500.0,Legal Marketing - Intake Specialist,1.0,1,1,"The Foster Firm, LLC",GA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,18.0
73739.0,Business Operations Specialist/Financial Analyst,3.0,-1,-1,HII,TX,3.6,0,12.0,10000+ Employees,2011,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.6,3.6,3.2,3.2,3.5,yr,7.0,6.5103668261563,12.0
86794.0,AI Data Specialist,5.0,1,1,NICE Systems,GA,4.3,0,37.0,5001 to 10000 Employees,1986,Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),4.2,3.9,4.3,4.0,4.0,yr,6.0,2.0,18.0
112750.0,"Senior Internal Auditor, Associate - Global Technology Infrastructure",3.0,1,0,"JPMorgan Chase Bank, N.A.",NJ,3.8,0,224.0,10000+ Employees,1799,Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr,7.0,9.0,2.0
138360.0,Senior Manager of User Acquisition Job,4.0,1,0,The Game Group,CA,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,5.0,4.0,4.0,4.0,4.0,yr,4.464377406931964,6.5103668261563,4.0
54080.0,Sales Coordinator,2.0,1,1,OUTFRONT media,NY,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.7,3.8,3.9,3.7,4.0,hr,4.464377406931964,6.5103668261563,10.0
47964.8,Human Resources Specialist - Snow Valley,1.0,2,1,Big Bear Mountain Resort,CA,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.8,3.3,3.9,3.6,3.4,hr,4.464377406931964,6.5103668261563,4.0
48984.0,Lottery Games & Systems Specialist,4.0,1,1,State of Vermont,VT,3.5,0,232.0,5001 to 10000 Employees,1791,Government,State & Regional Agencies,Government & Public Administration,Less than $1 million (USD),3.2,3.6,2.9,2.7,3.5,hr,6.0,1.0,55.0
120000.0,UX Researcher / Designer,7.0,2,1,Caden,NY,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,10.0
141000.0,"UX Researcher II, Interaction",4.0,2,1,Match Group,NY,3.7,0,8.0,1001 to 5000 Employees,2015,Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),3.4,3.8,3.4,3.1,3.7,yr,5.0,7.0,10.0
90000.0,Front End Developer (Data Collection Applications),3.0,-1,-1,The Possible Zone,MA,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.5,4.0,3.4,2.9,4.5,yr,4.464377406931964,6.5103668261563,14.0
176500.0,Computer Vision Engineer,3.0,-1,-1,Niantic,CA,3.5,0,12.0,501 to 1000 Employees,2011,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.3,3.8,3.5,2.6,3.7,yr,4.0,6.5103668261563,4.0
76721.0,Build Your Own Role,2.0,1,1,Novig,NY,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,10.0
150000.0,"Director, Market Research - Brand Tracking",10.0,1,1,"Suzy, Inc.",LA,4.1,0,14.0,51 to 200 Employees,2009,Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.8,4.5,4.2,3.6,4.1,yr,2.0,3.0,3.0
107392.0,Software Engineer - (Unity),2.0,1,-1,Gravity Sketch,CA,3.7,0,9.0,1 to 50 Employees,2014,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.8,3.5,4.1,yr,1.0,6.5103668261563,4.0
162500.0,Protocol Researcher,5.0,1,1,Monad,NY,3.857459266802444,0,1.0,1 to 50 Employees,2022,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,1.0,6.5103668261563,10.0
137500.0,"Open Rank - Associate/Full Professor of Interactive Media and Games, Game Art",3.0,1,0,USC,CA,4.3,0,143.0,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.8,4.0,3.9,4.1,yr,7.0,7.0,4.0
58590.0,Senior Product Researcher,3.0,1,1,PRADCO Outdoor Brands,AL,3.9,0,129.0,201 to 500 Employees,1894,Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD),3.2,3.7,3.8,3.5,3.8,yr,3.0,1.0,23.0
53096.0,Graphic Designer,2.0,2,1,Novig,NY,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,10.0
120190.0,Senior UX Researcher (Onsite),10.0,1,1,Weedmaps,CA,2.6,0,15.0,201 to 500 Employees,2008,Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,2.6,3.5,2.9,2.3,3.1,yr,3.0,6.5103668261563,4.0
63707.0,Full-Stack Application Developer - RISI R&D,3.0,1,1,Nationwide Children's Hospital,OH,3.9,0,131.0,10000+ Employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.9,3.2,4.1,3.4,3.7,yr,7.0,7.0,26.0
90000.0,Sector Strategic Planning,3.0,1,1,Dassault Systèmes,NY,3.9,0,42.0,10000+ Employees,1981,Public,Software Development,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.1,3.7,4.1,yr,7.0,7.0,10.0
175000.0,"Director, Financial Systems",6.0,1,1,MarketCast,NY,3.2,0,36.0,201 to 500 Employees,1987,Private,Research & Development,Management & Consulting,$25 to $100 million (USD),3.0,2.9,3.3,3.0,3.0,yr,3.0,6.5103668261563,10.0
207000.0,Display Systems Research Software Engineer,5.0,1,1,Oculus,CA,3.9,0,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0,4.0
70800.0,Sportfish Monitoring Biologist - Fish & Wildlife Biologist 3 - Permanent - *06804-23,2.0,1,1,State of Washington Dept. of Fish and Wildlife,LA,3.5,0,134.0,10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD),3.6,3.5,3.5,3.1,3.5,mo,7.0,9.0,3.0
128352.0,Machine Learning Engineer,5.0,2,-1,UnifyID,CA,4.2,0,8.0,1 to 50 Employees,2015,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.0,4.0,4.5,yr,1.0,6.5103668261563,4.0
32318.0,Assistant Librarian,3.0,2,0,United States Golf Association,NC,4.0,0,129.0,201 to 500 Employees,1894,Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.1,3.8,3.7,3.3,3.9,yr,3.0,6.0,19.0
78000.0,Adjunct Assistant Professor of Interactive Media & Games - Development,7.0,1,-1,USC,CA,4.3,0,143.0,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.8,4.0,3.9,4.1,hr,7.0,7.0,4.0
90000.0,Sector Strategic Planning,3.0,1,1,Medidata Solutions,NY,4.2,0,24.0,1001 to 5000 Employees,1999,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.1,4.3,3.9,4.2,yr,5.0,7.0,10.0
84685.0,Product UX Designer,4.0,1,-1,Topaz Labs,TX,3.5,0,15.0,1 to 50 Employees,2008,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.4,3.9,3.6,3.5,3.4,yr,1.0,6.5103668261563,12.0
87107.0,Sr. Interactive Media Developer - RISI R & D,7.0,1,0,Nationwide Children's Hospital,OH,3.9,0,131.0,10000+ Employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.9,3.2,4.1,3.4,3.7,yr,7.0,7.0,26.0
256250.0,Sr R&D Engineer,5.0,1,0,Lowe's,WA,3.5,0,102.0,1001 to 5000 Employees,1921,Public,Other,Retail & Wholesale,$10+ billion (USD),3.3,3.4,3.3,3.0,3.1,yr,5.0,9.0,8.0
136051.0,Head of Interaction Design,4.0,1,1,Yohana,CA,3.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,3.4,3.3,3.4,3.4,yr,4.464377406931964,6.5103668261563,4.0
142057.0,Senior Android Engineer,5.0,2,-1,UnifyID,CA,4.2,0,8.0,1 to 50 Employees,2015,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.0,4.0,4.5,yr,1.0,6.5103668261563,4.0
76066.0,Computer Vision and Image Data Analytics - Intelligent Systems,2.0,1,1,"Lynntech, Inc.",TX,3.6,0,36.0,51 to 200 Employees,1987,Private,Research & Development,Management & Consulting,$5 to $25 million (USD),3.3,2.3,3.5,2.7,3.7,yr,2.0,3.0,12.0
198000.0,Director of Modeling and Simulation,10.0,1,1,USC,CA,4.3,0,143.0,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.8,4.0,3.9,4.1,yr,7.0,7.0,4.0
138552.0,Consumer & Market Research Lead,10.0,1,1,Supercell,CA,4.6,0,13.0,201 to 500 Employees,2010,Private,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),4.3,4.4,4.7,4.1,4.6,yr,3.0,7.0,4.0
178000.0,"Senior UX Designer, Pokémon GO",5.0,1,-1,Niantic,WA,3.5,0,12.0,501 to 1000 Employees,2011,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.3,3.8,3.5,2.6,3.7,yr,4.0,6.5103668261563,8.0
175000.0,Senior Product Manager,6.0,1,1,Pragma Platform,LA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,3.0
81251.0,Technical Research & Development Engineer- REMOTE,2.0,1,1,Effectv,PA,3.6,0,20.0,1001 to 5000 Employees,2003,Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),3.3,3.8,3.7,3.3,3.8,yr,5.0,7.0,31.0
187500.0,"VP, Product",10.0,1,1,MarketCast,NY,3.2,0,36.0,201 to 500 Employees,1987,Private,Research & Development,Management & Consulting,$25 to $100 million (USD),3.0,2.9,3.3,3.0,3.0,yr,3.0,6.5103668261563,10.0
132500.0,Sr. Product Manager,5.0,1,1,MarketCast,NY,3.2,0,36.0,201 to 500 Employees,1987,Private,Research & Development,Management & Consulting,$25 to $100 million (USD),3.0,2.9,3.3,3.0,3.0,yr,3.0,6.5103668261563,10.0
74460.0,"Product Manager I, Security & Monitoring",4.0,1,1,PRADCO Outdoor Brands,AL,3.9,0,129.0,201 to 500 Employees,1894,Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD),3.2,3.7,3.8,3.5,3.8,yr,3.0,1.0,23.0
166400.0,Senior Product Manager- Mobile,5.0,1,1,Activision,CA,3.2,0,44.0,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,yr,5.0,7.0,4.0
