,Job Title,Annual Salary,Experience,Education,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
919,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
920,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
921,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
923,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
925,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
926,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
927,Software Developer,62400.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
930,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
931,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
932,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
933,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
938,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
940,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
941,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
942,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
943,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
944,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
945,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
946,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
947,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
948,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
949,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
950,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
951,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
956,Software Developer,62400.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
957,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
958,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
959,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
960,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
961,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
964,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
965,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
966,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
967,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
968,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
971,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
972,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
974,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
977,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
980,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
981,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
983,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
985,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
986,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
988,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
989,Full Stack Software Developer,107500.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
990,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
992,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
994,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
995,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
996,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
997,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
999,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1000,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1003,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1004,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1006,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1007,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1009,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1011,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1012,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1015,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1018,Full Stack Software Developer,107500.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1019,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
1020,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1022,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1024,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1025,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1026,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1027,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1028,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1030,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1033,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1034,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1035,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1036,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1037,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1038,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1039,Senior Developer - Full Stack,114388.0,7,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1044,Full Stack Developer,130000.0,10,1,1,2,6,-1,4.5,4.5,4.3,4.4,4.3,4.7
1045,"Web Developer, Marketing",75200.0,3,1,1,7,7,8,3.4,3.5,3.6,3.7,3.1,3.3
1047,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1048,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1051,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1053,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1054,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1055,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1056,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1059,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1060,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1062,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1063,Front End Web Developer/Designer (WordPress Expertise Required),70900.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1064,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
1065,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1067,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1068,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1069,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1070,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1071,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1073,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
1077,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1081,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1082,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1084,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1085,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1086,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1087,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1088,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1089,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1090,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1093,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1095,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1098,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1099,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1101,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1102,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1104,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1107,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
1108,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1110,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1112,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1114,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1115,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1116,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1117,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1118,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1119,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1120,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1124,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1126,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1127,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1128,Full Stack Developer,130000.0,10,1,1,2,6,-1,4.5,4.5,4.3,4.4,4.3,4.7
1130,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1131,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1133,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1136,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1137,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1140,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1142,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1144,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1145,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1147,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1149,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1150,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1151,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1152,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1155,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1158,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1159,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1162,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1163,Full Stack Developer,130000.0,10,1,1,2,6,-1,4.5,4.5,4.3,4.4,4.3,4.7
1164,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
1165,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1171,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1173,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1174,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1176,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1177,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1178,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1179,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1180,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1181,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1183,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1184,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1185,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1190,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1191,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
1196,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1197,Web Developer,77076.0,4,1,0,1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
1198,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
1199,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1202,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1203,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1206,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1207,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1208,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1209,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1212,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1213,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1214,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1215,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1217,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1219,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1221,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1224,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1225,Full Stack Developer,130000.0,10,1,1,2,6,-1,4.5,4.5,4.3,4.4,4.3,4.7
1226,React fullstack Engineers,127920.0,8,2,1,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
1229,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1231,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1233,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1234,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1235,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1236,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1239,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1241,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1242,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1244,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1245,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1247,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1248,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1249,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1252,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1253,Web Designer,37440.0,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1256,Web Designer,65000.0,3,1,0,-1,-1,-1,3.8,3.8,3.2,3.2,3.0,3.8
1257,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
1258,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1259,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1260,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1262,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1263,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
1265,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
1268,Frontend Engineer,112459.0,5,2,0,4,-1,6,4.1,3.7,3.5,4.1,4.2,4.0
1270,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1271,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1272,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1274,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1275,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1276,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
1278,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1279,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1280,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
