,Job Title,Annual Salary,Experience,Education,Position,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
532,Java Developer,135200.0,6,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
535,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536,Java Backend Developer,114400.0,10,BACHELOR,SENIOR,0,1,-1,-1,4.6,4.6,4.2,4.4,4.3,4.6
537,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
538,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
539,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
540,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
541,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
542,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
545,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
546,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
547,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
548,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
549,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
550,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
551,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
552,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
553,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
554,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
555,Java Full Stack Developer,130000.0,4,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
557,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
558,Sr. Backend Java Developer,140400.0,10,MASTER,-1,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
559,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
560,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
561,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
562,Java Developer,135200.0,6,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
563,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
564,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
565,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
566,Java Backend Developer,114400.0,10,BACHELOR,SENIOR,0,1,-1,-1,4.6,4.6,4.2,4.4,4.3,4.6
567,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
568,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
569,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
570,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
571,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
572,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
573,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
575,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
576,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
577,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
578,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
579,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
580,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
581,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
582,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
583,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
584,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
585,Java Full Stack Developer,130000.0,4,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
587,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
588,Sr. Backend Java Developer,140400.0,10,MASTER,-1,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
589,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
590,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
591,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
592,Java Developer,135200.0,6,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
593,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
594,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
595,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
596,Java Backend Developer,114400.0,10,BACHELOR,SENIOR,0,1,-1,-1,4.6,4.6,4.2,4.4,4.3,4.6
597,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
598,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
599,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
600,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
601,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
602,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
603,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
604,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
605,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
606,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
608,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
610,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
611,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
612,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
613,Python Developer,145600.0,3,MASTER,SENIOR,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
614,Java Developer,135200.0,6,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
615,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
616,Java Developer,104166.4,6,BACHELOR,SENIOR,0,2,10,2,4.6,4.4,4.2,4.7,4.4,4.4
618,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
619,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
620,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
621,Software Developer,82500.0,4,BACHELOR,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
624,Java Developer,101691.2,4,MASTER,-1,0,1,-1,-1,4.1,4.1,4.0,4.0,4.0,4.1
625,Senior Backend Engineer,153861.0,8,MASTER,SENIOR,1,1,12,-1,4.0,4.0,4.1,4.0,4.0,4.3
626,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
627,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
628,Software Developer,86285.0,-1,MASTER,-1,0,3,24,4,4.7,4.4,4.3,4.8,4.6,4.6
629,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
630,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
631,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
632,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
633,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
634,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
635,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
636,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
637,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
638,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
640,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
642,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
643,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
644,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
645,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
646,Senior Contract Java Developer,130000.0,8,BACHELOR,SENIOR,0,1,-1,-1,-1,-1,-1,-1,-1,-1
647,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
648,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
649,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
650,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
651,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,0,1,11,-1,3.5,3.6,3.4,3.5,3.0,3.6
656,Java Developer Mid,94449.0,4,BACHELOR,-1,0,1,-1,1,3.6,3.4,3.2,3.4,3.4,3.2
657,Java Developer,91977.0,6,MASTER,-1,0,2,13,2,3.3,3.0,3.4,3.1,3.0,3.3
659,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
661,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
662,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
663,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
664,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
665,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
666,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
667,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
668,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
670,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
672,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
673,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
674,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,0,1,11,-1,3.5,3.6,3.4,3.5,3.0,3.6
675,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
676,Senior Contract Java Developer,130000.0,8,BACHELOR,SENIOR,0,1,-1,-1,-1,-1,-1,-1,-1,-1
677,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
678,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
679,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
680,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
681,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
682,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
683,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
684,Senior Backend Engineer,153861.0,8,MASTER,SENIOR,1,1,12,-1,4.0,4.0,4.1,4.0,4.0,4.3
685,Java Backend Developer,114400.0,10,BACHELOR,SENIOR,0,1,-1,-1,4.6,4.6,4.2,4.4,4.3,4.6
687,Java Developer Mid,94449.0,4,BACHELOR,-1,0,1,-1,1,3.6,3.4,3.2,3.4,3.4,3.2
688,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
690,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
691,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
695,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
696,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
697,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
698,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
699,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
700,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
702,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
703,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
704,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,0,1,11,-1,3.5,3.6,3.4,3.5,3.0,3.6
705,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
706,Senior Contract Java Developer,130000.0,8,BACHELOR,SENIOR,0,1,-1,-1,-1,-1,-1,-1,-1,-1
707,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
708,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
709,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
710,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
711,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
712,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
713,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
714,Senior Backend Engineer,153861.0,8,MASTER,SENIOR,1,1,12,-1,4.0,4.0,4.1,4.0,4.0,4.3
715,Java Backend Developer,114400.0,10,BACHELOR,SENIOR,0,1,-1,-1,4.6,4.6,4.2,4.4,4.3,4.6
718,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
720,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
721,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
723,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
725,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
726,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
727,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
728,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
729,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
730,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
731,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
732,Sr. Backend Java Developer,140400.0,10,MASTER,-1,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
733,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
734,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,0,1,11,-1,3.5,3.6,3.4,3.5,3.0,3.6
735,Senior Contract Java Developer,130000.0,8,BACHELOR,SENIOR,0,1,-1,-1,-1,-1,-1,-1,-1,-1
736,Java Developer,91977.0,6,MASTER,-1,0,2,13,2,3.3,3.0,3.4,3.1,3.0,3.3
737,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
738,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
739,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
740,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
741,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
742,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
743,Java Developer,124800.0,-1,BACHELOR,-1,0,7,96,7,3.3,3.1,3.0,3.1,3.0,2.9
744,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
746,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
747,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
748,Software Developer,86285.0,-1,MASTER,-1,0,3,24,4,4.7,4.4,4.3,4.8,4.6,4.6
749,"Full Stack Java Developer (AWS, 10+ Years)",156000.0,10,BACHELOR,SENIOR,0,1,-1,2,5.0,-1,-1,-1,-1,-1
750,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
751,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
752,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
754,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
755,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
756,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
757,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
758,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
759,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
760,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
761,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
762,Java Developer,91977.0,6,MASTER,-1,0,2,13,2,3.3,3.0,3.4,3.1,3.0,3.3
763,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
764,AngularJS Developer,111905.0,10,BACHELOR,SENIOR,0,1,1,-1,-1,-1,-1,-1,-1,-1
765,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
766,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
767,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
768,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
769,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
770,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
771,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
772,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
773,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
774,Java Developer,124800.0,-1,BACHELOR,-1,0,7,96,7,3.3,3.1,3.0,3.1,3.0,2.9
775,Java Developer Mid,94449.0,4,BACHELOR,-1,0,1,-1,1,3.6,3.4,3.2,3.4,3.4,3.2
776,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
777,Software Developer,86285.0,-1,MASTER,-1,0,3,24,4,4.7,4.4,4.3,4.8,4.6,4.6
778,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
779,Junior Software Developer (Remote),68078.0,1,BACHELOR,JUNIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
781,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
782,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
783,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
785,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
786,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
787,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
788,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
789,Java Developer,91977.0,6,MASTER,-1,0,2,13,2,3.3,3.0,3.4,3.1,3.0,3.3
790,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
