,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
486,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:39:42.528231
487,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:39:44.745011
490,Java Full Stack Developer 021,150800.0,5,MASTER,SENIOR,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 14:39:54.441199
491,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:39:57.245240
492,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:40:00.725075
493,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:40:03.755182
496,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:40:12.220351
498,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:40:16.932211
499,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:40:20.256099
500,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:40:22.458428
501,Junior Software Developer,91500.0,-1,BACHELOR,JUNIOR,"Chicago, IL",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.4,3.4,3.9,"Vetro Tech Inc
3.9",2023-05-11 14:40:25.749897
502,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:40:28.812105
503,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 14:40:31.839438
504,Software QA Engineer,105000.0,-1,-1,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,-1,2023-05-11 14:40:34.176741
506,Full Stack Developer (WebRTC experience),156000.0,4,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kwal,2023-05-11 14:40:41.467311
507,Front End WinUI Developer,72800.0,2,MASTER,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Open Group Management LLC,2023-05-11 14:40:43.706343
508,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:40:46.151412
510,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:40:55.617071
511,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:40:57.962076
512,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:41:00.862785
513,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:41:04.045549
514,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:41:07.302080
515,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:41:10.941274
516,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:41:14.776152
519,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:41:23.976805
521,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:41:31.050343
522,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:41:34.254461
523,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:41:37.465937
524,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:41:41.551241
525,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:41:44.832226
526,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:41:47.993544
527,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:41:51.145267
528,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:41:54.492341
529,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:41:57.892217
530,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:42:00.159573
531,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:42:03.428484
533,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 14:42:09.471313
534,Junior Software Developer,91500.0,-1,BACHELOR,JUNIOR,"Chicago, IL",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.4,3.4,3.9,"Vetro Tech Inc
3.9",2023-05-11 14:42:11.818417
535,Jr. Software Developer,101668.0,-1,BACHELOR,JUNIOR,"Sacramento, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Labor Tech Solution,2023-05-11 14:42:15.073163
536,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:42:17.419120
538,Software Developer Associate,87196.0,-1,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,1995,28,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,5.0,3.5,5.0,4.5,5.0,"Quadrus Corporation
4.4",2023-05-11 14:42:23.333105
539,Jr. Software Developer,72758.0,3,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,-1,-1,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),3,Government,4.9,4.4,4.9,4.9,4.8,4.6,"Penta Research
4.9",2023-05-11 14:42:26.870252
540,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:42:34.147468
541,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:42:36.450207
542,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:42:39.737062
543,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:42:42.020126
544,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:42:46.407713
545,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:42:49.952065
546,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:42:53.232166
549,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:43:06.774170
550,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:43:10.849079
551,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:43:14.138148
553,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:43:20.133781
554,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:43:23.508604
555,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:43:26.706096
557,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:43:33.827587
558,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:43:37.618512
559,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:43:41.331448
560,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:43:44.569253
561,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 14:43:48.783480
562,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:43:51.083169
563,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:43:53.504321
564,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 14:43:56.891378
565,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:44:00.632275
566,US Citizen: Full Stack Java Developer,150800.0,7,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,5.0,5.0,5.0,5.0,"Aleph One Consulting
5.0",2023-05-11 14:44:04.930115
567,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:44:08.377970
568,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:44:11.663074
569,Software Developer Associate,87196.0,-1,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,1995,28,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,5.0,3.5,5.0,4.5,5.0,"Quadrus Corporation
4.4",2023-05-11 14:44:15.201254
570,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:44:23.380320
571,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:44:25.867411
572,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:44:29.760121
573,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:44:32.378332
574,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:44:37.309170
575,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:44:39.717442
576,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:44:43.344175
577,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:44:48.568132
580,Frontend UI Developer,105000.0,-1,-1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:44:58.631179
581,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:45:02.466473
583,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:45:08.689545
584,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:45:12.107428
585,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:45:15.592345
587,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:45:23.869583
588,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:45:27.266060
589,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:45:30.526062
590,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:45:33.724818
591,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 14:45:37.594367
592,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:45:40.026445
593,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:45:42.495711
595,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 14:45:48.146198
596,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:45:52.124284
597,US Citizen: Full Stack Java Developer,150800.0,7,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,5.0,5.0,5.0,5.0,"Aleph One Consulting
5.0",2023-05-11 14:45:55.517484
598,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:45:58.919780
599,Junior Software Developer,91500.0,-1,BACHELOR,JUNIOR,"Chicago, IL",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.4,3.4,3.9,"Vetro Tech Inc
3.9",2023-05-11 14:46:02.337753
600,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:46:09.403546
601,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:46:12.737511
602,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:46:16.648470
603,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:46:19.393545
604,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:46:22.508739
605,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:46:26.179732
606,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:46:29.638525
608,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:46:36.357200
