,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
647,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:40:14.702919
649,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:40:19.886118
652,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:40:27.655626
653,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:40:29.459717
654,Frontend Engineer,135000.0,6,1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.7,3.8,3.8,3.8,3.6,4.1,"MagicLinks
3.7",2023-05-14 08:40:31.896069
655,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:40:35.221756
658,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:40:44.737266
659,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:40:46.528876
660,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:40:58.617305
661,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:41:00.289215
662,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:41:02.757423
668,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:41:17.148153
669,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:41:18.891512
670,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:41:20.591042
671,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:41:22.792008
672,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:41:24.997868
674,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:41:29.289293
675,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:41:31.043095
676,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:41:33.191261
677,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:41:35.502727
679,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:41:40.657123
682,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:41:48.615078
683,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:41:50.382289
684,Frontend Engineer,135000.0,6,1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.7,3.8,3.8,3.8,3.6,4.1,"MagicLinks
3.7",2023-05-14 08:41:52.694919
685,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:41:54.839875
688,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:42:02.746913
689,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:42:04.584108
690,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:42:16.744717
691,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:42:18.441295
692,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:42:20.638748
694,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:42:25.395457
696,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:42:29.569492
699,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:42:36.427937
700,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:42:38.737769
701,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:42:40.504233
703,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:42:46.940217
704,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:42:48.774974
705,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:42:51.031694
706,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:42:53.286368
707,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:42:55.602602
708,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:42:59.071162
709,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:43:01.477025
712,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:43:09.084531
714,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:43:13.091376
717,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:43:21.491349
718,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:43:23.818294
719,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 08:43:27.625127
720,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:43:41.047030
721,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:43:42.711767
722,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:43:44.960710
723,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:43:46.677453
727,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:43:56.049360
728,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:43:57.763528
729,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:44:02.015384
731,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:44:06.439226
733,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:44:10.131480
734,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:44:13.170827
735,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:44:15.622654
737,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:44:19.743034
738,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:44:22.157405
739,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:44:24.660980
741,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:44:29.236796
742,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:44:31.592611
743,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:44:34.933341
745,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:44:39.648027
747,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:44:43.727050
749,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:44:49.082141
750,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:45:00.747781
751,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:45:02.437511
752,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:45:05.850147
753,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:45:07.593341
755,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:45:12.117054
757,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:45:20.392358
759,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:45:25.947659
760,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:45:28.552968
762,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:45:33.881040
763,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:45:35.780884
766,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:45:42.934213
767,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:45:45.379707
768,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:45:47.752235
769,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:45:50.107477
771,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:45:55.951695
772,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:45:58.634292
773,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:46:00.622100
774,Frontend Web Developer,78250.0,-1,1,"San Jose, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Firefly Dimension,2023-05-14 08:46:03.386839
775,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:46:07.226977
776,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:46:09.782747
777,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:46:11.738995
778,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 08:46:13.732109
780,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:46:27.757958
781,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:46:29.536935
783,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:46:34.746938
784,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:46:36.586082
786,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:46:42.220077
787,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:46:44.651381
788,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:46:47.058331
789,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:46:50.258352
790,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 08:46:52.025278
791,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:46:53.894993
792,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:46:56.339046
793,Front End Web Developer,77500.0,30,1,"Franklin, TN",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PREMIER FRANCHISE MANAGEMENT,2023-05-14 08:46:58.760918
794,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:47:02.675371
795,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:47:05.443081
797,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:47:10.271664
799,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:47:16.543644
800,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:47:18.351463
801,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:47:20.130504
803,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:47:28.703495
804,Web Designer/Developer,41600.0,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:47:31.259625
805,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:47:33.235129
807,Frontend Web Developer,78250.0,-1,1,"San Jose, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Firefly Dimension,2023-05-14 08:47:37.294213
808,Web developer,88400.0,5,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HealthyLine,2023-05-14 08:47:39.305667
809,Web Developer,135200.0,1,1,"Jackson, MS",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,"DevCare Solutions Pvt., Ltd.
3.7",2023-05-14 08:47:41.654442
810,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:47:53.239775
