,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
645,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,"San Francisco, CA",0,1001 to 5000 Employees,5,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,4.0,3.7,3.8,3.9,3.3,3.9,"Twitch
4.0",2023-05-14 14:39:50.084323
646,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:39:52.786017
647,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:39:55.445497
649,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:40:00.648540
650,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:40:03.638689
651,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:40:06.422153
652,Cloud Engineer,122650.0,10,1,Remote,1,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.6,3.2,3.6,3.4,3.6,"Radcube LLC
3.6",2023-05-14 14:40:10.312334
653,Software Engineer,135000.0,6,2,"San Francisco, CA",0,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.9,4.4,5.0,5.0,4.9,"January Technologies
5.0",2023-05-14 14:40:13.374378
654,Software Engineer (Full Stack) - Remote,125000.0,5,2,"Dallas, TX",0,501 to 1000 Employees,4,2003,20,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),4,Company - Private,4.0,3.3,3.7,3.1,3.5,3.5,"TeamOne Logistics
4.0",2023-05-14 14:40:15.787324
657,Software Engineer I,82680.0,-1,1,"Alpharetta, GA",0,10000+ Employees,7,1967,56,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),8,Company - Public,3.4,3.3,3.3,3.4,3.1,3.4,"Global Payments
3.4",2023-05-14 14:40:22.990789
658,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:40:25.406306
659,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 14:40:27.377394
660,Junior Cloud Engineer,55000.0,2,2,"Littleton, CO",0,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:40:39.099062
661,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:40:41.721184
662,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:40:44.230521
664,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:40:50.839277
665,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:40:52.893586
666,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:40:55.248959
667,Software Engineer,105000.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vindhya Data Science,2023-05-14 14:40:57.991655
670,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:41:05.628007
671,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:41:08.328568
672,Software Engineer,124800.0,10,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slesha inc,2023-05-14 14:41:10.341602
673,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:41:12.375544
674,Software Engineer,122364.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cboe Vest,2023-05-14 14:41:15.481118
675,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,"San Francisco, CA",0,1001 to 5000 Employees,5,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,4.0,3.7,3.8,3.9,3.3,3.9,"Twitch
4.0",2023-05-14 14:41:17.485329
676,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:41:20.285008
677,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:41:23.068265
679,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:41:30.106543
680,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:41:32.863603
681,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:41:35.997934
682,Cloud Engineer,122650.0,10,1,Remote,1,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.6,3.2,3.6,3.4,3.6,"Radcube LLC
3.6",2023-05-14 14:41:38.704459
683,Software Engineer,135000.0,6,2,"San Francisco, CA",0,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.9,4.4,5.0,5.0,4.9,"January Technologies
5.0",2023-05-14 14:41:41.455312
684,Software Engineer (Full Stack) - Remote,125000.0,5,2,"Dallas, TX",0,501 to 1000 Employees,4,2003,20,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),4,Company - Private,4.0,3.3,3.7,3.1,3.5,3.5,"TeamOne Logistics
4.0",2023-05-14 14:41:43.917046
687,Software Engineer I,82680.0,-1,1,"Alpharetta, GA",0,10000+ Employees,7,1967,56,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),8,Company - Public,3.4,3.3,3.3,3.4,3.1,3.4,"Global Payments
3.4",2023-05-14 14:41:51.336423
688,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:41:53.781278
689,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 14:41:55.854558
690,Junior Cloud Engineer,55000.0,2,2,"Littleton, CO",0,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:42:07.582367
691,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:42:11.097574
692,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:42:13.677153
693,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:42:16.378346
694,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:42:18.986385
696,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:42:24.169814
697,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:42:26.570217
698,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:42:28.705385
699,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:42:31.781743
700,Software Engineer,105000.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vindhya Data Science,2023-05-14 14:42:34.837164
701,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:42:36.937628
703,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:42:43.373906
705,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:42:49.064264
706,Software Engineer,124800.0,10,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slesha inc,2023-05-14 14:42:53.221882
709,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:43:02.363446
710,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,"San Francisco, CA",0,1001 to 5000 Employees,5,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,4.0,3.7,3.8,3.9,3.3,3.9,"Twitch
4.0",2023-05-14 14:43:05.117697
711,Java Software Engineer,104000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Intelon Optics,2023-05-14 14:43:08.686019
712,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:43:10.874738
713,Cloud Engineer,124800.0,3,1,"Lansing, MI",0,51 to 200 Employees,2,2005,18,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1,Company - Private,4.4,4.2,4.3,4.4,4.3,4.5,"GenTech Associates
4.4",2023-05-14 14:43:13.613159
714,Remote Software Engineer - All Levels,128743.0,4,1,"San Francisco, CA",0,1 to 50 Employees,1,2019,4,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,4.3,4.2,4.6,4.2,4.1,4.2,"Kikoff
4.3",2023-05-14 14:43:16.467550
716,Software Engineer,87184.0,-1,1,"Pittsburgh, PA",0,10000+ Employees,7,1845,178,Banking & Lending,Financial Services,$10+ billion (USD),9,Company - Public,3.6,3.6,3.3,3.7,3.2,3.5,"PNC Financial Services Group
3.6",2023-05-14 14:43:22.409824
717,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:43:26.377518
718,"Software Engineer, Docs + Wiki",190000.0,-1,1,"San Francisco, CA",0,201 to 500 Employees,3,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.9,4.8,4.9,4.8,4.6,"Notion
4.9",2023-05-14 14:43:28.487464
720,Junior Cloud Engineer,55000.0,2,2,"Littleton, CO",0,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:43:43.257197
721,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:43:45.895849
722,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:43:48.513066
723,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:43:51.316224
724,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:43:54.375825
725,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:43:56.684995
726,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:43:59.384063
727,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:44:02.768563
728,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:44:05.042427
730,Software Engineer,105000.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vindhya Data Science,2023-05-14 14:44:10.983231
732,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:44:15.641366
734,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:44:23.113319
735,Full Stack Software Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:44:25.997344
738,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:44:34.278599
739,AWS Cloud Engineer,166774.4,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Saimon System,2023-05-14 14:44:37.278079
740,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:44:39.451519
741,"Software Engineer, Docs + Wiki",190000.0,-1,1,"San Francisco, CA",0,201 to 500 Employees,3,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.9,4.8,4.9,4.8,4.6,"Notion
4.9",2023-05-14 14:44:43.258536
742,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:44:45.749351
743,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,"San Francisco, CA",0,1001 to 5000 Employees,5,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,4.0,3.7,3.8,3.9,3.3,3.9,"Twitch
4.0",2023-05-14 14:44:49.089091
744,Java Software Engineer,104000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Intelon Optics,2023-05-14 14:44:52.054654
745,Remote Software Engineer - All Levels,128743.0,4,1,"San Francisco, CA",0,1 to 50 Employees,1,2019,4,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,4.3,4.2,4.6,4.2,4.1,4.2,"Kikoff
4.3",2023-05-14 14:44:54.004289
746,Software Engineer (Full Stack) - Remote,125000.0,5,2,"Dallas, TX",0,501 to 1000 Employees,4,2003,20,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),4,Company - Private,4.0,3.3,3.7,3.1,3.5,3.5,"TeamOne Logistics
4.0",2023-05-14 14:44:57.003071
749,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:45:06.094885
750,Junior Cloud Engineer,55000.0,2,2,"Littleton, CO",0,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:45:17.919836
751,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:45:20.790037
753,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:45:26.482681
754,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:45:29.589913
755,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:45:32.520587
756,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:45:35.993323
757,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:45:38.092962
760,Software Engineer,105000.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vindhya Data Science,2023-05-14 14:45:47.824250
761,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:45:50.100950
762,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:45:52.999939
763,Software Engineer (Full Stack) - Remote,125000.0,5,2,"Dallas, TX",0,501 to 1000 Employees,4,2003,20,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),4,Company - Private,4.0,3.3,3.7,3.1,3.5,3.5,"TeamOne Logistics
4.0",2023-05-14 14:45:55.684539
764,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:45:59.785143
766,AWS Cloud Engineer,166774.4,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Saimon System,2023-05-14 14:46:09.708609
767,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:46:12.188802
769,Remote Software Engineer - All Levels,128743.0,4,1,"San Francisco, CA",0,1 to 50 Employees,1,2019,4,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,4.3,4.2,4.6,4.2,4.1,4.2,"Kikoff
4.3",2023-05-14 14:46:19.587595
771,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 14:46:26.163470
772,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,"San Francisco, CA",0,1001 to 5000 Employees,5,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,4.0,3.7,3.8,3.9,3.3,3.9,"Twitch
4.0",2023-05-14 14:46:29.537084
773,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:46:32.438795
774,Software Engineer 1,80000.0,-1,1,"Denver, CO",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.5,4.3,3.9,4.4,4.6,4.3,"Service Core
4.5",2023-05-14 14:46:34.899659
775,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:46:37.869068
776,Full Stack Software Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:46:40.866814
777,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:46:44.480854
778,Software Engineer - Backend,98830.0,5,1,"Atlanta, GA",0,1 to 50 Employees,1,2019,4,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,-1,Company - Private,3.2,3.5,3.6,3.2,2.7,2.9,"Lionheart Games, LLC
3.2",2023-05-14 14:46:47.868482
779,Software Engineer - All Levels (NYC or Remote),165000.0,-1,1,New York State,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Trunk Tools, Inc.",2023-05-14 14:46:51.172616
