,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
643,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:50:35.952350
644,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:50:39.088438
645,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:50:41.471882
646,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:50:44.844877
647,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:50:46.986444
648,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:50:50.838426
649,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:50:56.117707
651,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:51:01.010166
652,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-11 23:51:05.105716
653,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:51:07.335447
654,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:51:09.889231
656,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-11 23:51:16.873769
657,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:51:18.907913
658,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:51:21.234700
659,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-11 23:51:23.568297
660,Terraform developer,156000.0,-1,-1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:51:39.162567
661,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:51:41.635868
662,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:51:44.231143
663,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:51:45.956590
664,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:51:48.008336
665,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:51:50.174206
666,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:51:53.556768
667,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:51:55.375946
669,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:51:59.630009
670,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:52:03.319989
671,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:52:05.990284
672,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:52:08.016284
673,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:52:10.355766
674,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:52:14.716058
675,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:52:16.994083
676,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:52:19.240229
677,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:52:21.361423
679,Java Developer,124800.0,6,1,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,-1,-1,-1,-1,-1,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:52:25.935214
681,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:52:30.999660
682,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-11 23:52:33.284432
683,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:52:36.486582
684,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:52:39.462683
686,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-11 23:52:44.686451
687,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:52:46.427917
688,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:52:50.356043
689,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-11 23:52:52.808668
690,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:53:06.092910
691,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:53:07.745255
692,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:53:10.707010
693,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:53:12.434863
694,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:53:15.446490
695,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:53:17.733843
696,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:53:21.231347
697,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:53:22.992394
698,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:53:25.177963
699,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:53:30.427385
700,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:53:32.748077
701,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:53:35.228099
702,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:53:37.608065
703,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:53:40.017404
704,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:53:43.484210
705,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:53:45.824366
706,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:53:48.659980
707,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:53:50.783074
708,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:53:54.551369
709,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:53:57.150123
711,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:54:01.979723
712,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-11 23:54:05.605795
713,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:54:08.346135
714,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:54:10.912554
716,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-11 23:54:18.601262
717,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:54:20.394842
718,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:54:22.851192
719,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-11 23:54:25.723567
720,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:54:42.179955
721,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:54:43.934554
722,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:54:46.379256
723,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:54:48.252167
724,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:54:51.575128
726,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:54:55.045093
727,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:54:56.912678
728,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:54:59.527220
729,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:55:01.871827
730,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:55:05.473607
731,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:55:07.893970
732,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:55:09.948946
733,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:55:12.385386
734,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:55:17.440008
735,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:55:19.710953
736,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:55:21.989573
737,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:55:24.209241
738,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:55:27.671709
739,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:55:30.273666
741,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:55:34.707973
742,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-11 23:55:37.002419
743,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:55:40.831879
744,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:55:43.378622
746,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-11 23:55:48.528964
747,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:55:51.697837
748,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:55:54.623276
749,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-11 23:55:56.943877
750,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:56:10.182713
751,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:56:13.346020
752,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:56:15.879335
753,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:56:18.025316
754,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:56:22.523977
755,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:56:28.007630
756,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:56:30.839103
757,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:56:32.807929
758,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:56:35.590519
